song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
7pd6Q3fmBjDPQiVPVeVWW1,0.81,0.143,179.762,0.339,0.0412,0,0.685,260720,-5.126,0.658,1,1
1crTf4RvraCjcPoqsaT9hd,0.827,0.084,182.056,0.324,0.00728,0.186,0.547,269200,-5.975,0.408,1,8
54cOByTOIGV1XhhNm5e52z,0.796,0.117,109.349,0.417,0.148,1.49e-06,0.705,233307,-5.845,0.734,1,2
3bYrxDub4IJVA0g0FAbiYd,0.399,0.484,92.055,0.55,0.00683,7.62e-06,0.839,166107,-11.916,0.437,1,7
2NnqzqGQTis8uVPOub1k7k,0.675,0.152,102.145,0.34,0.0132,0.00128,0.839,208867,-14.271,0.672,0,11
3IP5W60ABIdChylFwr2X3X,0.965,0.0656,144.999,0.0811,0.000354,0.0539,0.784,215275,-2.451,0.473,1,7
3po6xpK20t3nsUBC7JiMAX,0.913,0.0678,93.134,0.277,0.275,0,0.791,180067,-3.288,0.923,0,5
6H8iTYo8S40pcsegEmE8dR,0.846,0.136,109.339,0.228,0.00103,0.029,0.847,230333,-7.261,0.697,1,6
3l96XgGUoMzNvDW3vlIHik,0.274,0.108,161.487,0.118,0.831,0.962,0.586,168000,-11.213,0.653,0,6
6sZSA1M8aYwEtH8j0omMe3,0.317,0.295,143.962,0.0306,0.934,0.9,0.692,238000,-12.254,0.153,1,4
0cdPVbLi7rMx3bjhIFNCeT,0.261,0.11,131.991,0.053,0.55,0.937,0.83,125875,-13.33,0.15,1,4
7ahP480yrVhR3a4f94DjaW,0.454,0.109,75.014,0.0438,0.548,0.887,0.575,199178,-13.7,0.251,1,6
2U72dAMlHUJchuhNqS7GwW,0.445,0.627,144.031,0.0458,0.744,0.888,0.708,168338,-9.55,0.316,1,10
4dmCl5Jtqd37V3DNyuPuuW,0.0379,0.0758,144.019,0.059,0.922,0.874,0.613,139629,-28.076,0.234,1,3
7EwAE30CgN6OHDltzCjJ9j,0.042,0.102,63.326,0.0376,0.991,0.88,0.468,82958,-29.992,0.258,1,0
3E9rVHTbxUODz2FS0YWqMx,0.34,0.26,82.003,0.0721,0.636,0.135,0.779,169090,-11.594,0.228,1,10
4ku7Z6C4A5C8c3zmkK2LXI,0.208,0.114,84.931,0.0327,0.973,0.928,0.573,180706,-10.549,0.123,1,7
19ykeP4csWU0FgCREPJsmv,0.241,0.0929,90.027,0.0708,0.819,0.752,0.648,175888,-13.445,0.504,1,0
6nViMmtokKiVcBUpXaATqc,0.293,0.103,77.051,0.138,0.855,0.635,0.755,104000,-10.803,0.202,1,4
6vVwM3qLPJbgzVJchTfr7N,0.334,0.102,168.067,0.0659,0.852,0.872,0.618,107250,-18.154,0.0868,1,5
3skdxbRm2ol1vuXnQsTN77,0.429,0.297,82.511,0.367,0.759,0.00478,0.888,123818,-8.913,0.342,0,4
3huCkGVVR7cMHIVZySMAuW,0.0932,0.108,79.996,0.0375,0.886,0.844,0.713,192000,-22.564,0.142,1,3
45FR7fcKvuWxhFM3HtTFHE,0.267,0.105,79.972,0.048,0.383,0.848,0.619,99000,-12.968,0.157,1,9
1X5EFJUZ7soeKf89B5KhKa,0.261,0.125,77.987,0.336,0.961,0.826,0.599,127628,-17.055,0.0914,1,5
2B0UezheyCxqnjRO5AG0j9,0.419,0.0917,75.922,0.105,0.598,0.909,0.591,76500,-15.445,0.797,0,6
1eMfoDF9GAViOTX7FC30C6,0.339,0.155,140.012,0.0584,0.453,0.746,0.838,137143,-16.302,0.592,1,4
5Ac0ipN7YqSDXOi3aT37kO,0.252,0.0886,98.181,0.0501,0.995,0.908,0.461,128357,-18.372,0.343,1,9
1CDdYBpk88i9tpZl6aSRAy,0.383,0.106,155.917,0.0393,0.667,0.852,0.6,85409,-16.99,0.334,1,2
0JdKxJ2EC1sMlzFWTCxyU3,1.0,0.895,86.243,0.0364,0.207,0.954,0.358,183573,-17.726,0.00154,1,9
4OI1sZQjjFKlaoyUM52C7x,0.297,0.108,75.989,0.113,0.854,0.958,0.781,147286,-15.713,0.168,0,11
2a7wQIlbcHmeVrkalRbIjI,0.301,0.0731,137.95,0.0431,0.873,0.953,0.457,225778,-11.997,0.208,1,1
6kZyM8sj7Yz5pVYzg7r8BI,0.117,0.0908,139.972,0.0452,0.975,0.755,0.658,131143,-18.927,0.172,0,10
1njDxzyNyzvNWLreM2YKcB,0.318,0.121,167.947,0.12,0.887,0.652,0.701,137879,-9.39,0.525,0,5
3woIqaEbMlvFwpMpfFfURs,0.166,0.153,92.951,0.0494,0.961,0.873,0.697,119657,-26.557,0.134,1,8
22D3kIP0ckACcHEPoZosVU,0.504,0.397,186.019,0.0365,0.503,0.912,0.458,258064,-10.857,0.369,1,4
3SbAE13yIsVZGGfbtWyeiz,0.404,0.152,159.977,0.151,0.931,0.243,0.471,156000,-15.834,0.586,0,10
5g4gUvah6VL6fMMtq7OG6T,0.0565,0.15,203.938,0.0487,0.975,0.578,0.566,118848,-20.754,0.32,1,1
3mvE9Ab6VpPG0eo577vkj3,0.127,0.0998,77.594,0.0463,0.432,0.375,0.709,144144,-15.992,0.763,1,6
6GWoHvFQCFHKZQuzSrrWNT,0.0687,0.0801,85.091,0.0518,0.873,0.921,0.586,169187,-19.177,0.353,1,4
2daYxpQVgWPEc0lbG4jOfO,0.371,0.0514,81.138,0.0575,0.701,0.81,0.511,148861,-10.329,0.422,0,4
5YNzJfDXOHXoVIXd0PBku9,0.152,0.0725,171.955,0.135,0.671,0.866,0.621,133953,-17.086,0.0876,0,9
3Al6YeRMLoTFwdoQciJTuX,0.206,0.112,172.275,0.0943,0.0988,0.878,0.673,139275,-11.494,0.42,1,1
48byOrekLXXxQiriGqLBES,0.283,0.111,79.983,0.0472,0.873,0.906,0.583,150000,-17.23,0.151,0,6
2psxQ7cZv7UslDqIapZAIv,0.255,0.0867,80.016,0.185,0.67,0.129,0.773,132000,-12.922,0.323,1,4
1ncZo2GilrJkB8MIicN8kq,0.224,0.11,77.808,0.0499,0.817,0.944,0.312,158024,-20.659,0.159,1,6
4LkArfFwDStokmXNrHhmYJ,0.444,0.115,84.019,0.198,0.832,0.914,0.841,95714,-16.106,0.734,1,4
4JhtuB7DzF2Y5ble1Q2lTI,0.252,0.109,111.024,0.0477,0.543,0.906,0.529,125000,-18.26,0.243,0,7
3XKAwOCIYtttde7vLMD5Jo,0.208,0.202,116.963,0.0833,0.404,0.878,0.846,233846,-22.79,0.624,1,6
0NU7UfuyZwC1kKpW9zdDFc,0.272,0.102,128.186,0.0414,0.887,0.945,0.603,112500,-12.536,0.432,0,7
4DXhwU2RE9AojfMxmfjOrq,0.467,0.0949,120.004,0.0552,0.695,0.807,0.667,70125,-9.591,0.346,1,5
3pU88FHtdv00vogTJcsCCI,0.369,0.108,118.689,0.137,0.917,0.877,0.476,100011,-13.096,0.512,1,3
52JcjJfbAKgIV4tBtQK9El,0.372,0.377,75.017,0.0394,0.281,0.932,0.72,92025,-9.527,0.318,1,0
4VDu1PuprE8TNyZ9CsQxxB,0.607,0.104,179.963,0.0588,0.273,0.126,0.612,213333,-12.978,0.181,0,7
5JusGJcu0qZlPBD1RfZCPt,0.54,0.355,73.192,0.229,0.121,0.0717,0.478,199038,-6.591,0.496,0,8
2fRWTuTcqZcOFpzSYMHMxM,0.433,0.0885,82.042,0.0464,0.653,0.503,0.699,155122,-9.401,0.0709,0,11
6SM9wXpzMbD0Sivei8dOUm,0.0876,0.104,84.837,0.215,0.624,0.884,0.67,146000,-22.869,0.345,0,1
5OWs7ypmGey4WoI4B1BnNj,0.542,0.14,120.787,0.179,0.522,0.938,0.588,137159,-9.943,0.657,0,9
0BbXuMMj5fvnxryn9iS3Ff,0.35,0.142,80.031,0.037,0.935,0.796,0.58,123086,-16.239,0.118,1,8
650VqtDN9bXLVreiPVveyg,0.259,0.105,119.971,0.0508,0.379,0.895,0.83,83779,-17.237,0.196,1,10
7KCvqxGF6O6qLG7je8yzI6,0.452,0.909,84.953,0.0448,0.211,0.684,0.717,117882,-8.257,0.541,1,9
7vGbC8c2PuAr1iM20zGKfY,0.69,0.231,94.026,0.0436,0.124,0.822,0.635,199149,-15.122,0.614,1,3
23bXy4biGgXeacQ4Fvesbq,0.82,0.229,160.915,0.315,0.327,0,0.582,239293,-4.4,0.825,1,1
1zaDh3qaGSeSmulNyWlUxm,0.727,0.107,147.967,0.123,0.0589,0.00991,0.869,143240,-7.397,0.92,1,7
4EJHKSnHENfjOxXWryyNtL,0.5,0.098,92.976,0.0861,0.0122,7.73e-05,0.865,183520,-10.805,0.317,1,5
0FktnzDqjClqU6iqOZVEs2,0.599,0.103,179.788,0.112,0.412,2.15e-05,0.712,178000,-6.342,0.588,0,5
3pm4XtcsRIFFtH2UErk62R,0.741,0.121,79.968,0.402,0.447,0,0.75,209180,-4.43,0.495,1,9
4pOzSR8jzVjyd66Wf9KT6E,0.946,0.427,104.955,0.13,0.517,0,0.758,123680,-3.449,0.879,1,8
5Zaf55AlipAzbevlGDTL0H,0.917,0.146,79.584,0.348,0.494,0,0.629,266293,-4.683,0.826,1,9
1S2bUnBoe2RvVOHvX6GJiK,0.907,0.0852,75.934,0.332,0.487,0,0.649,252373,-4.133,0.615,1,6
5S4CF4viPFHYUBuT3yvqvT,0.862,0.177,184.074,0.338,0.333,0,0.592,371867,-3.529,0.96,1,7
1yqmR0YNst57gEarO4I2U9,0.961,0.218,87.016,0.197,0.586,0,0.696,233773,-4.222,0.936,1,5
1E3ftVbWegAG9psdaH7Wuw,0.962,0.117,95.082,0.306,0.154,0,0.641,258880,-2.848,0.844,1,10
7lkkpBe13UFrPIe9Ffn2cb,0.0621,0.118,176.232,0.0447,0.988,0.901,0.235,141250,-26.455,0.155,0,7
75ZDycp7yczZ6AP5FuKb6M,0.0253,0.0947,87.037,0.0415,0.993,0.955,0.255,116792,-25.806,0.649,1,0
5BWaGwVolMdloQwsHJAORp,0.106,0.0904,187.258,0.0647,0.995,0.968,0.325,131875,-23.276,0.313,1,9
4ynA4JLwQIRfIhPuOLVoHZ,0.111,0.11,177.125,0.0502,0.983,0.952,0.195,118714,-25.778,0.286,1,6
6ee0ytkYNy49PYkvmcJn4c,0.0674,0.106,111.101,0.0388,0.992,0.952,0.473,124563,-17.236,0.278,1,5
1pBvANWKfySHrXl6skbceL,0.0597,0.108,177.424,0.0487,0.995,0.964,0.239,138750,-27.084,0.356,1,3
7tEGou25bp3JObTEpfp2en,0.104,0.0983,181.189,0.0638,0.993,0.959,0.257,133750,-26.665,0.469,1,9
2GhP0T49fLFO6FfGLl7TC2,0.0175,0.12,134.786,0.0431,0.995,0.929,0.393,124713,-21.181,0.155,1,8
5q2VSybNASfP0KNdAQRDY8,0.0296,0.102,158.236,0.0397,0.996,0.895,0.51,119894,-27.732,0.157,1,1
5w32YiZfjZ0vC3Y1bYs62i,0.0552,0.115,126.973,0.119,0.992,0.972,0.524,185690,-20.678,0.305,1,8
6Q1m1GyNxyOwZ2ud3p7XoS,0.945,0.724,135.128,0.0531,0.000311,0,0.546,153613,-4.399,0.545,1,1
4eaIHjTtNf5ce2d0MuBaWP,0.947,0.0604,101.307,0.0469,0.000118,0.0255,0.427,260773,-2.188,0.237,1,7
4OAFv8nnEKz61PCNJP21tH,0.969,0.952,105.022,0.0817,0.00214,0.132,0.59,251560,-3.396,0.223,1,7
4GssB27iJeqmfGxS94Tfij,0.897,0.0965,165.107,0.092,0.00821,0,0.461,220537,-3.982,0.358,0,3
7fcfNW0XxTWlwVlftzfDOR,0.704,0.0933,118.242,0.0804,0.000155,0.00221,0.43,315120,-8.008,0.703,0,1
1qDrWA6lyx8cLECdZE7TV7,0.521,0.0989,129.059,0.0371,0.548,0.000115,0.865,244885,-6.932,0.748,1,0
5J1tThACf3JLPc3cC1neEH,0.925,0.122,97.495,0.121,0.00402,0.000345,0.555,198248,-4.008,0.308,0,2
1UtLHK1KdLD1haUlY5YoSg,0.935,0.0989,131.997,0.129,0.0001,0,0.532,253446,-5.102,0.325,1,2
6vAQtUlYrzolE6SS9QCTs5,0.97,0.0871,106.558,0.116,0.000683,0.136,0.499,340132,-2.838,0.0506,1,0
7vrLphPq4yjaX7jiDdd2Nc,0.983,0.261,134.975,0.151,9.62e-05,0.0617,0.623,162293,-3.548,0.271,0,11
1R1B4ToHa8KZ4LAObK12Pv,0.857,0.284,110.027,0.0831,4.67e-05,6.4e-06,0.59,173733,-3.982,0.652,0,6
5EjtHY6GPESVSqDrqBWWXY,0.862,0.133,138.912,0.0382,0.193,0.0196,0.597,191262,-6.097,0.634,1,5
11VApNQCWLJdzxWrlmwzUa,0.641,0.427,111.004,0.204,0.119,4.97e-06,0.856,206221,-4.64,0.745,0,11
4XZIuf6EJw8HKOkRC9Jlj4,0.417,0.103,129.952,0.0781,0.18,0,0.871,175253,-7.864,0.524,1,9
6kls8cSlUyHW2BUOkDJIZE,0.768,0.144,75.025,0.0507,0.108,0,0.657,186223,-4.628,0.759,1,8
78qd8dvwea0Gosb6Fe6j3k,0.955,0.202,125.989,0.222,0.127,0,0.707,134240,-4.593,0.575,0,10
3yOlyBJuViE2YSGn3nVE1K,0.491,0.0887,105.046,0.0296,0.018,1.29e-05,0.724,170746,-6.024,0.383,1,8
0VjIjW4GlUZAMYd2vXMi3b,0.73,0.0897,171.005,0.0598,0.00146,9.54e-05,0.514,200040,-5.934,0.334,1,1
7Feaw9WAEREY0DUOSXJLOM,0.723,0.14,113.778,0.0566,0.179,1.23e-05,0.661,163805,-6.976,0.316,0,5
2ZlCGeK30BLRNSPC832pNZ,0.483,0.204,139.98,0.08,0.538,1.48e-05,0.825,219933,-5.746,0.892,0,8
6TqXcAFInzjp0bODyvrWEq,0.4,0.0599,135.984,0.126,0.051,0,0.901,197573,-8.575,0.346,1,0
0Ryd8975WihbObpp5cPW1t,0.795,0.159,190.097,0.461,0.119,0,0.4,186107,-3.731,0.702,0,10
2dpaYNEQHiRxtZbfNsse99,0.792,0.167,100.015,0.0452,0.191,0,0.687,214290,-2.749,0.671,1,5
6x4tKaOzfNJpEJHySoiJcs,0.807,0.306,174.06,0.408,0.103,0,0.622,220293,-6.752,0.892,0,5
43zdsphuZLzwA9k4DJhU0I,0.111,0.0897,82.642,0.0972,0.978,3.97e-05,0.367,196077,-14.084,0.198,1,4
3Fj47GNK2kUF0uaEDgXLaD,0.351,0.752,118.028,0.241,0.39,9.38e-06,0.853,221543,-10.198,0.282,1,7
3XF5xLJHOQQRbWya6hBp7d,0.533,0.139,150.455,0.186,0.462,0.219,0.678,180953,-10.485,0.323,1,4
4QIo4oxwzzafcBWkKjDpXY,0.125,0.265,111.554,0.239,0.751,0.00207,0.521,243725,-17.832,0.0528,1,9
2Fxmhks0bxGSBdJ92vM42m,0.425,0.1,135.128,0.375,0.328,0.13,0.701,194088,-10.965,0.562,1,7
74zLuMblZGPBZm3CHgjrC5,0.0933,0.122,144.358,0.0417,0.468,0.775,0.173,61087,-20.036,0.0363,1,10
7iGSleHJQg40gTiuWMLGMU,0.61,0.0937,94.048,0.0427,0.416,0.00167,0.605,201064,-6.276,0.375,1,0
4iF2HJKNfTSwMDgFvmNyne,0.46,0.0886,83.97,0.0335,0.0365,0.00157,0.63,206429,-10.046,0.406,1,0
48mYwZy2il3CxzWvXvofT9,0.806,0.0569,176.064,0.0549,0.0358,5.83e-06,0.687,189040,-6.019,0.534,0,1
5XqCz18k96K8tx6DAYM97i,0.83,0.0843,94.011,0.0599,0.016,0,0.772,194200,-5.019,0.697,1,7
3AZXqe3LGCFD4r6YFJgaK3,0.899,0.212,100.046,0.0677,0.0743,0,0.76,209493,-4.744,0.767,1,5
6AzKhCHOms83jvNVLsz0Bt,0.682,0.0926,98.031,0.158,0.175,0,0.791,166851,-7.328,0.672,1,5
3Dv1eDb0MEgF93GpLXlucZ,0.673,0.0904,110.962,0.158,0.256,3.57e-06,0.787,237893,-4.577,0.786,0,11
51rPRW8NjxZoWPPjnRGzHw,0.487,0.111,121.726,0.0604,0.669,8.64e-05,0.704,301893,-6.407,0.313,0,9
5clFSlfkCRlhnH1cAQjSBi,0.726,0.301,92.006,0.0411,0.0977,0,0.709,182187,-7.129,0.404,1,7
1MfqPCs3Y722VK6zkWZ98Z,0.821,0.178,95.004,0.0596,0.0985,5.84e-06,0.798,227467,-6.143,0.525,1,7
4bV2Up39JwgK8s8Brkzh0w,0.626,0.22,90.005,0.0874,0.0279,0.000258,0.789,241973,-8.202,0.376,1,8
6xbN8rhmzmI4MfLRDXw5KP,0.657,0.0741,85.208,0.209,0.0624,0,0.382,177615,-6.103,0.303,0,4
2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0,0.451,173913,-4.75,0.247,0,11
5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7
1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0,0.642,213151,-5.438,0.383,1,8
7ouulWlZPefmEIGYWNyiPH,0.602,0.0827,130.608,0.501,0.779,9.35e-06,0.726,158984,-7.678,0.807,1,7
4saHEjXw7O1NXJOzBkUKKG,0.854,0.123,154.083,0.254,0.0732,0,0.81,227939,-3.999,0.879,0,10
6XlBkATW7Gamg4qJXzc6IF,0.79,0.142,147.03,0.0488,0.394,0.000487,0.765,163265,-2.129,0.613,0,4
0eeKDrQxjqNl5bX5VCHDcn,0.863,0.0798,112.953,0.0757,0.289,0.000603,0.889,201000,-3.011,0.776,1,11
7bJ6lqDOQnfHq0V1o8TixL,0.676,0.169,96.984,0.304,0.0575,0,0.774,264320,-8.476,0.791,0,6
2Vad27HyoEZUnj7U3RKFRI,0.772,0.453,89.128,0.344,0.292,0,0.602,133494,-4.837,0.482,1,7
5D2mYZuzcgjpchVY1pmTPh,0.574,0.38,125.173,0.466,0.0253,3.2e-05,0.614,209107,-7.961,0.755,1,11
0AtP8EkGPn6SwxKDaUuXec,0.666,0.798,91.046,0.184,0.135,0,0.852,207760,-6.923,0.726,0,11
2wGSgTmgSF3xjRrHkTc25R,0.785,0.123,99.998,0.207,0.14,0,0.802,206400,-4.781,0.435,1,9
2oHM9KAdFdFvDCaE4V6RST,0.47,0.141,132.003,0.0458,0.00435,0,0.82,280173,-7.181,0.313,1,8
4PmMVdIFpJTB9WQbmILf4p,0.648,0.0332,98.012,0.251,0.0455,0,0.862,235533,-7.401,0.637,0,4
3LmuxO8mh3wwIfRUqHJFFy,0.45,0.125,98.064,0.195,0.335,0,0.79,235703,-7.571,0.273,0,8
0x3TibRgnSqzkcwrqBd4iX,0.598,0.111,160.041,0.114,0.0369,0,0.7,228453,-7.783,0.594,1,2
4dK00wCxlqWEeN8BoM1BHT,0.874,0.173,169.561,0.186,0.0864,0,0.516,297520,-2.571,0.391,1,9
69bHJ9qs5FrUJbKP8xU8uZ,0.659,0.279,97.018,0.231,0.206,7.88e-05,0.925,214227,-4.763,0.71,1,3
6kfQDanT6Buh4Wu73ghbav,0.782,0.034,140.144,0.132,0.0828,0,0.63,247947,-5.44,0.418,0,8
4dzoJSn9EC4F1pDmHwea3B,0.805,0.209,99.336,0.204,0.147,0,0.487,236413,-3.911,0.606,1,9
3hWkRa1U06UToPwhhGx6FC,0.464,0.224,87.006,0.0349,0.000454,0.0846,0.703,191893,-6.035,0.652,1,1
1RKUoGiLEbcXN4GY4spQDx,0.694,0.0698,167.964,0.172,0.0249,0,0.663,340920,-8.627,0.524,0,10
5Z01UMMf7V1o0MzF86s6WJ,0.744,0.359,171.374,0.257,0.00868,0.000423,0.692,326467,-4.565,0.0612,1,2
7mitXLIMCflkhZiD34uEQI,0.736,0.265,130.014,0.156,0.0206,0,0.751,262147,-4.168,0.352,0,5
2EM9zpAc7PVeoAydmbfVIL,0.731,0.0556,97.007,0.0308,0.0838,0,0.751,216707,-4.419,0.973,0,6
5FFOPT5ErpRGwQlZPLaj0r,0.921,0.318,97.946,0.191,0.209,0,0.772,121991,-4.697,0.826,0,11
561jH07mF1jHuk7KlaeF0s,0.678,0.156,84.039,0.266,0.209,0,0.637,250760,-3.798,0.254,1,0
6sayfg53szOqM0AqS31OUI,0.484,0.101,118.194,0.11,0.863,0.000257,0.748,187000,-7.598,0.496,0,1
3elpkpwYlmUbuvmVps08lJ,0.58,0.135,89.954,0.133,0.672,0,0.684,218045,-7.682,0.233,0,4
3yfqSUWxFvZELEM4PmlwIR,0.661,0.0454,104.504,0.0572,0.0302,0,0.949,284200,-4.244,0.76,0,5
7Ie9W94M7OjPoZVV216Xus,0.954,0.205,114.635,0.264,0.529,0,0.855,248133,-1.19,0.668,0,0
15JINEqzVMv3SvJTAXAKED,0.925,0.52,86.989,0.227,0.241,0,0.749,263373,-5.034,0.641,1,10
4xkOaSrkexMciUUogZKVTS,0.847,0.0816,171.447,0.186,0.0622,0,0.548,297787,-3.237,0.1,1,1
6Xk7PnitV9jCRorWt2LiVZ,0.872,0.26,95.084,0.333,0.0217,0,0.739,238746,-4.059,0.684,0,11
6or1bKJiZ06IlK0vFvY75k,0.843,0.799,148.14,0.314,0.397,0,0.708,363521,-2.66,0.625,1,7
48RrDBpOSSl1aLVCalGl5C,0.853,0.12,110.049,0.0715,0.0525,0,0.781,250189,-3.68,0.624,0,1
7lQ8MOhq6IN2w8EYcFNSUk,0.669,0.237,112.238,0.0738,0.00286,0,0.908,290320,-2.827,0.662,1,7
4UMTp91LHhvW33ol9ZQH0Q,0.853,0.129,114.003,0.0792,0.107,1.45e-06,0.924,269613,-1.203,0.67,1,2
6OZ0p7u9MKS878vGFhSnSN,0.882,0.297,149.773,0.0832,0.257,0,0.397,234107,-4.438,0.32,1,5
5PbZ0HW1a482puzxOmtW1o,0.77,0.284,143.973,0.0542,0.0643,0,0.663,284933,-4.13,0.776,0,5
7HGb3j0nP1NnmaF9dsA2cR,0.677,0.0872,94.81,0.0653,0.579,0.000954,0.511,310973,-7.249,0.492,0,4
7x4ClpwHSyNJgCsMUFRVU7,0.961,0.248,89.668,0.262,0.195,0,0.47,200000,-4.196,0.486,1,11
2aiKGSrWp8H1OPi1ILSMk5,0.63,0.0966,172.115,0.27,0.13,0,0.707,246824,-8.835,0.556,1,8
1HR2CTi0ytRJIcik1QKdOa,0.696,0.0726,132.077,0.0706,0.251,0,0.727,392827,-4.472,0.467,0,5
4CgOby7Kcmc3ZZKqykSjpA,0.642,0.0622,83.403,0.244,0.315,0,0.472,263387,-6.731,0.821,0,11
1ZeDhph4eTRaC8VICOBIpa,0.865,0.179,93.006,0.137,0.362,0,0.814,246600,-6.249,0.91,1,7
2uNfmuLRxi7974xmzdE9NL,0.857,0.0665,85.051,0.117,0.303,0,0.664,290840,-5.404,0.763,0,5
5E5ZlB326jlVokLTLvW6My,0.831,0.106,167.982,0.401,0.292,0,0.547,274133,-5.562,0.595,0,5
78neLGeYFmdA5hNBJ4jjkO,0.664,0.305,139.997,0.0412,0.192,0,0.584,329320,-7.095,0.452,0,4
1jlKdNbOA90rjnt88GJnwO,0.538,0.167,124.974,0.222,0.159,1.62e-06,0.748,234133,-9.943,0.779,1,0
3LLEtMyr9j3evyA9xr8WzL,0.691,0.702,172.009,0.265,0.179,0,0.426,42387,-6.962,0.472,1,2
0FDjc7fIiK29BWH45Ka7Vp,0.873,0.229,84.023,0.208,0.208,0,0.7,283520,-1.88,0.571,0,4
5ZxX55HFfi4aofGTxMp58x,0.0987,0.105,100.247,0.612,0.133,0,0.682,33107,-22.723,0.396,1,1
4AmkflbQtBjOjNwSt92P1u,0.729,0.587,91.992,0.129,0.0811,0,0.825,151307,-5.478,0.661,1,8
3PpOh18tI9zitgc4s6MSVw,0.826,0.396,95.712,0.828,0.199,0,0.538,413800,-10.088,0.393,1,2
6SEolIp22t0DzeBfCBo3hr,0.169,0.117,89.494,0.0485,0.847,0.00327,0.41,311837,-11.422,0.208,1,3
5Wx9xfNURyR3OaMNNlEk8j,0.469,0.112,85.994,0.0605,0.0888,0.21,0.614,245816,-6.603,0.292,1,8
2zYzyRzz6pRmhPzyfMEC8s,0.913,0.156,115.728,0.133,0.061,0.00158,0.574,208400,-4.793,0.423,0,6
08mG3Y1vljYA6bvDt4Wqkj,0.7,0.0828,188.386,0.047,0.011,0.00965,0.31,255493,-5.678,0.763,1,9
7LRMbd3LEoV5wZJvXT1Lwb,0.759,0.101,126.366,0.302,0.153,0.000108,0.754,214667,-5.218,0.435,1,9
0C80GCp0mMuBzLf3EAXqxv,0.904,0.396,141.038,0.0747,0.000239,0.0879,0.457,317427,-5.303,0.48,1,2
6VE2189Tetcqmaxrrf4if3,0.601,0.0901,97.971,0.0435,0.0704,0.48,0.5,265392,-8.87,0.384,1,6
2SiXAy7TuUkycRVbbWDEpo,0.767,0.39,127.361,0.0574,0.00287,0.000513,0.532,210173,-5.509,0.755,1,7
72Z17vmmeQKAg8bptWvpVG,0.403,0.139,134.48,0.0326,0.0726,9.27e-05,0.31,318027,-13.664,0.466,1,0
5L7VBYoosmkmiiDlzumdCe,0.701,0.196,93.477,0.0575,0.000405,0.572,0.365,442581,-9.914,0.558,0,7
4f49sFQko7jHLEFd3tCf5p,0.839,0.0946,170.011,0.24,0.0206,7.65e-05,0.801,229027,-3.267,0.792,0,1
6CyETucl2nue4lpqvBDxF3,0.755,0.204,165.438,0.0919,0.00483,1.92e-05,0.274,412987,-10.107,0.574,1,5
6NfrH0ANGmgBXyxgV2PeXt,0.848,0.0783,179.87,0.0858,0.0861,7.14e-06,0.685,163084,-4.561,0.761,0,8
3WolgAY18QivdmNN1qW7hD,0.657,0.317,92.99,0.225,0.203,0,0.817,240027,-6.956,0.32,0,7
4BxzNZpcm1j3JczZzGNe2k,0.896,0.186,90.622,0.251,0.318,0,0.662,305280,-5.311,0.79,0,5
7M2tXmeS15NAzEn7ABFeBg,0.759,0.167,140.055,0.398,0.137,0,0.694,245387,-5.667,0.77,0,10
5eoAUaISywRY3Fy04F2yGp,0.572,0.0778,114.966,0.091,0.268,0,0.878,143995,-11.522,0.639,0,11
7h4xKwEnqt9TRAAS3Mjnj2,0.628,0.178,86.029,0.167,0.00996,1.96e-05,0.66,250887,-10.482,0.318,1,2
3VCo2tJEa1a8GDCvSIqwP0,0.661,0.112,87.991,0.266,0.342,5.42e-05,0.707,181459,-6.649,0.664,1,1
4qrA13sylYADAKhB6cu3dg,0.714,0.0607,171.936,0.352,0.538,0,0.735,205056,-7.715,0.959,1,8
2yKty1ScqlaIjqHWglCZNY,0.841,0.2,88.06,0.251,0.0812,2.81e-05,0.708,122733,-8.072,0.474,1,4
0Mq2okKWdCCTgc48Ovxr74,0.861,0.143,91.174,0.344,0.198,0.000283,0.799,209670,-6.215,0.564,1,2
1zTeTNQErjpQHlT3ugxUwf,0.838,0.0987,95.085,0.259,0.484,0,0.74,202000,-6.527,0.243,1,1
6rIeUxU06LEYKfjyNxUX18,0.618,0.106,92.043,0.283,0.031,5.07e-05,0.857,190440,-5.7,0.276,0,10
4lAbkrXQE1UdVAFSJi8Iig,0.498,0.107,178.133,0.318,0.548,2.17e-05,0.581,172587,-5.841,0.381,0,6
73sGmbSoM1QPZWum1xT8Nr,0.78,0.307,93.707,0.391,0.0741,0,0.628,185011,-7.987,0.534,0,11
0sm4jYFgrh23yRBtq7mSrp,0.584,0.105,80.102,0.563,0.411,0,0.71,175671,-9.878,0.205,1,9
2rlU67jbnlojU557kOuABp,0.538,0.177,156.058,0.222,0.0691,0.000278,0.753,113846,-9.512,0.278,0,6
5fg8C1BLsudANF3RNhX0WP,0.766,0.13,150.097,0.378,0.272,0,0.871,233600,-6.584,0.773,1,1
0q3IJYm9NQdSoKvnoTNls8,0.85,0.468,176.024,0.234,0.106,0,0.647,163161,-6.224,0.809,1,5
