song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
56f5qnyAlZdlz8wrUDA50h,0.753,0.212,174.107,0.179,0.118,4.21e-06,0.719,204564,-4.891,0.675,1,7
1hGy2eLcmC8eKx7qr1tOqx,0.661,0.256,130.009,0.0687,0.15,0,0.762,225373,-6.075,0.769,0,1
0PpSF6smB0WdZ11oobqhte,0.484,0.147,138.087,0.03,0.228,0,0.591,233433,-6.664,0.407,1,7
6DCZcSspjsKoFjzjrWoCdn,0.449,0.552,77.169,0.109,0.0332,8.29e-05,0.754,198973,-9.211,0.357,1,7
6tMqYyCVU2aKgUahMvJz2S,0.64,0.374,135.021,0.106,0.236,0,0.864,194748,-5.489,0.858,1,8
4eES4FfNECMQCcb4Ao9yhj,0.916,0.16,90.024,0.0977,0.0505,0,0.621,249733,-4.476,0.766,0,1
5I8pD5ugw6BNjYnBUMrK7N,0.772,0.133,89.954,0.29,0.281,0,0.678,279360,-5.62,0.761,1,6
6sKKGGCuMDKiP9HProsMah,0.84,0.133,179.939,0.164,0.138,2.35e-06,0.686,207987,-6.265,0.492,0,11
2UABsasLI0UY3aZamuWCYk,0.859,0.139,109.964,0.12,0.0729,4.7e-05,0.803,196987,-6.494,0.545,1,8
7AIVTgrRcdUW8QBsqNQ33z,0.898,0.511,146.985,0.281,0.325,0,0.664,288747,-6.723,0.814,1,7
1lFZ38dy1TfIZCANRXOfta,0.68,0.207,90.121,0.317,0.694,0,0.73,416133,-7.779,0.967,0,7
5ho4yFIXLfxLKC9JejZFOl,0.653,0.173,169.994,0.307,0.431,0,0.663,265213,-6.644,0.853,1,7
6uV5xO8FBA3bzQTvsULzPc,0.761,0.0564,170.129,0.209,0.17,0,0.483,306373,-5.029,0.813,1,7
6gm12xlADJwiBbHIKBXzGW,0.388,0.196,90.471,0.126,0.435,0,0.486,457592,-9.326,0.467,1,0
70C4NyhjD5OZUMzvWZ3njJ,0.55,0.192,177.734,0.0272,0.605,3.96e-06,0.331,339000,-6.483,0.429,1,0
3ihZHtOqUIppk9CxZf0Sri,0.595,0.0836,172.277,0.117,0.15,0.000106,0.652,151147,-4.04,0.421,1,11
4MZSqgwlE71CWZ6qQ3gkKm,0.665,0.152,80.353,0.229,0.602,1.7e-06,0.631,157967,-7.589,0.634,0,10
1V8XneTrX6kKeoxYbk4x6h,0.677,0.0998,156.019,0.0469,0.0869,0,0.683,240253,-4.496,0.514,1,1
2JvzF1RMd7lE3KmFlsyZD8,0.364,0.271,123.984,0.276,0.149,0,0.837,213594,-11.713,0.463,1,8
0VgkVdmE4gld66l8iyGjgx,0.434,0.165,150.062,0.431,0.0102,0.0219,0.833,204600,-8.795,0.281,1,2
2YpeDb67231RjR0MgVLzsG,0.619,0.113,136.041,0.102,0.0533,0,0.878,157067,-5.56,0.639,1,6
3s4mrPrEFFPF0LmAfutW0n,0.517,0.155,97.991,0.209,0.0249,1.44e-06,0.784,200187,-8.981,0.206,0,4
5UB4pyeyR7d4LLJfVN4Kis,0.83,0.079,82.671,0.346,0.183,0,0.495,361181,-3.857,0.579,1,9
4H8p5SlXFOb17x7p2koAM5,0.62,0.142,126.049,0.0283,0.77,0,0.714,171040,-2.742,0.51,1,2
5eo5uGyM4q70CLU3LZphfu,0.79,0.648,127.991,0.0861,0.00184,9.69e-05,0.753,196253,-6.783,0.588,0,6
68Wj3g73FAl8Q22q9vO6Fw,0.605,0.0886,100.043,0.244,0.0233,0,0.948,214334,-8.423,0.854,0,11
5D81yqz4QKRx9OIIQwoEN5,0.624,0.228,99.657,0.351,0.247,0,0.709,100787,-10.153,0.558,1,0
0Arb33pBjt2hbNyuMpHUfc,0.933,0.101,108.0,0.176,0.00231,1.43e-05,0.693,218267,-3.812,0.391,0,6
534SMMNlixsiLrw7sJWx6y,0.634,0.129,108.04,0.0443,0.108,0,0.649,269787,-7.184,0.7,1,2
6dABTmyCBksFEW76oTOr5q,0.842,0.689,82.916,0.194,0.00387,0,0.608,235573,-4.522,0.726,1,1
0kc4G5tEdtmTB0w3gYmb01,0.775,0.133,159.83,0.0798,0.0854,0.00446,0.379,284493,-6.297,0.361,1,0
04zodNGYYLI7Q7DsFgQAql,0.748,0.12,150.045,0.075,0.0997,0,0.519,334667,-5.938,0.297,1,9
37OFCWYE5wClugGKaSDdM2,0.896,0.0698,119.998,0.0685,0.0436,0,0.577,372653,-7.421,0.0544,1,0
42Un8jrXPAW52iHore0c2t,0.866,0.107,92.995,0.159,0.0152,1.91e-06,0.395,244880,-6.264,0.441,0,11
59Ab8DT1GqIRFbmDsmWMgd,0.844,0.267,135.022,0.0598,0.412,0.000831,0.617,363307,-4.844,0.593,1,0
0vJWanOoPwLdy4sgyM1FGC,0.891,0.329,139.822,0.186,0.0141,0,0.527,266187,-4.595,0.585,1,1
0ynMdz0BsYpaiemBi26rid,0.705,0.157,166.983,0.129,0.756,0,0.547,382253,-6.131,0.811,1,4
41wtwzCZkXwpnakmwJ239F,0.603,0.134,129.928,0.0646,0.402,4.81e-06,0.9,170972,-5.313,0.824,1,2
5R1WTY85gge1Ggd5rTMUJK,0.691,0.298,96.792,0.0563,0.00197,0,0.769,280600,-4.59,0.681,0,4
1xuYajTJZh8zZrPRmUaagf,0.805,0.0975,142.503,0.0947,0.59,0,0.691,301427,-6.81,0.866,0,2
5NOtC9vnvCuEy6IaNflffX,0.808,0.427,82.15,0.26,0.452,0,0.333,292920,-6.476,0.518,0,4
09JGXbYR8MXjg6byTnltfr,0.836,0.111,125.007,0.0691,0.305,0,0.667,270400,-6.668,0.674,1,0
58q2HKrzhC3ozto2nDdN4z,0.726,0.372,136.048,0.129,0.099,0,0.816,253390,-3.998,0.65,0,5
7xQAfvXzm3AkraOtGPWIZg,0.539,0.103,99.96,0.208,0.136,1.78e-06,0.829,149547,-7.359,0.388,0,11
31gUUwByx4pmnA8KAFkhhH,0.505,0.0867,139.93,0.168,0.0229,0,0.934,181714,-7.648,0.691,1,11
5YOkA7qd2983FtBQnP8sYx,0.73,0.0778,179.972,0.125,0.287,8.1e-05,0.743,197968,-4.314,0.15,0,10
278kSqsZIiYp8p3QjYAqa8,0.449,0.273,128.028,0.0674,0.556,1.85e-05,0.826,236216,-8.33,0.337,0,5
6it15CsDlkqB7N4lF0C1qM,0.575,0.0961,160.007,0.299,0.627,0.000202,0.651,229456,-7.739,0.248,1,0
32lItqlMi4LBhb4k0BaSaC,0.667,0.0753,180.064,0.154,0.64,1.22e-06,0.664,227533,-5.941,0.381,1,4
09IOPhEh1OMe0HD9b36FJk,0.777,0.132,164.027,0.0834,0.139,0,0.569,246987,-4.041,0.181,0,4
2DEZmgHKAvm41k4J3R2E9Y,0.829,0.107,96.172,0.379,0.0103,0,0.607,295177,-4.074,0.685,1,2
5gCg2qMPzKkW4jS4dBKdDs,0.686,0.1,139.968,0.221,0.311,0,0.867,190207,-5.342,0.658,1,4
0fgsKar6uBO08vzHXkTjWi,0.635,0.244,101.024,0.0772,0.409,0,0.82,258280,-5.749,0.528,0,5
6kCN5IsnrDuROnBUgzFLDo,0.698,0.163,139.872,0.0306,0.0026,0.858,0.46,436853,-8.285,0.0369,1,8
6o5hdepiPsSowgHxdQbXsl,0.671,0.927,101.443,0.0344,0.0423,0.722,0.257,776640,-9.582,0.208,1,4
7lLedmf60WiIDLOmSbc5O3,0.41,0.147,129.971,0.468,0.595,0,0.647,177250,-11.637,0.604,0,9
6TNuRFdNazLbbVQTRE8pZg,0.689,0.104,129.889,0.349,0.287,0,0.913,173251,-7.74,0.851,1,11
4NqQaovM14WR2hNPMFxgjb,0.732,0.0716,151.982,0.0549,0.092,0,0.761,243276,-5.469,0.542,0,4
6itjKRbqPMmx9fo4PDlLhm,0.567,0.19,120.112,0.0634,0.286,0,0.794,196435,-7.626,0.482,1,5
2WmabKuCTj0SG3100uhGE5,0.937,0.195,109.969,0.0882,0.00227,3.16e-05,0.762,234347,-3.035,0.573,1,2
1XuiZA667FuS189ovPfdLy,0.95,0.728,178.066,0.509,0.224,0,0.54,262907,-2.01,0.796,1,1
1ueLYdeuGMAwUiaezLDObD,0.641,0.215,95.01,0.269,0.459,0,0.725,221400,-5.06,0.577,0,9
262lBp5MtK39jc7gQdYrVM,0.765,0.125,140.036,0.0328,0.271,0,0.676,237429,-4.612,0.6,0,7
2Zbw0nOYZoKU27sOYbrsv7,0.482,0.134,124.05,0.0522,0.152,0,0.856,201290,-8.99,0.431,0,3
6O9fqAOalTCsizK6TAC7pq,0.547,0.144,105.972,0.041,0.68,0,0.512,145120,-6.994,0.394,1,7
2pfV8fZZdLRsZYatVGKlUq,0.542,0.112,105.03,0.0397,0.248,7.74e-05,0.87,176018,-6.959,0.323,1,2
5BB5zjzCzo9M3uOKzhiXZB,0.887,0.364,117.031,0.0909,0.0407,2.03e-05,0.806,217227,-3.51,0.443,1,6
6GXtIudxkU3OHFOmd0o613,0.54,0.123,93.997,0.0682,0.196,0,0.804,154667,-12.861,0.799,0,4
3bkBVEmRJuJZNh5iVgJkWm,0.91,0.146,97.971,0.036,0.217,2.66e-06,0.699,239920,-4.405,0.792,0,4
3oGqaG8lbdMzw4kgRb0CYz,0.469,0.396,85.228,0.12,0.361,0.882,0.356,302211,-8.403,0.231,0,6
6meGDAfSlSfm0KeNv17RjW,0.512,0.0722,84.886,0.032,0.938,0.9,0.338,255706,-11.559,0.0805,0,11
3mZg4qv8X55kolcHiQw2hy,0.0453,0.445,132.084,0.0427,0.994,0.943,0.5,56598,-25.425,0.0683,1,0
3JeT6Xcv6MlEHHylk8SKQ1,0.47,0.532,118.06,0.0316,0.68,0.914,0.558,238640,-5.5,0.427,1,7
6eeDFrcpynvSTDWoWI1A2S,0.344,0.0664,81.065,0.262,0.354,0.266,0.286,101587,-13.927,0.477,0,10
0NG04Fq7sxjy2zEwrsgI6y,0.194,0.158,176.011,0.147,0.0287,0.847,0.744,234606,-12.689,0.239,1,1
6sNAdqtTC1u1z2d7vDA0JM,0.503,0.103,155.714,0.0344,0.815,0.859,0.447,375613,-12.162,0.626,0,6
21FXtmfO7Nd1GgbaNfAEJ6,0.113,0.278,80.078,0.115,0.705,0.897,0.696,120000,-16.433,0.377,0,11
3Ly1eDR6jSuSNiElm5idkL,0.182,0.0857,83.956,0.105,0.677,0.948,0.775,102857,-12.227,0.599,0,3
0zCyInoIsH7dw4T63cJ0V2,0.112,0.108,84.061,0.177,0.761,0.911,0.771,68571,-11.661,0.402,1,7
2CW1y32fK1n1OL3W60OORY,0.213,0.106,87.989,0.0455,0.758,0.89,0.561,70916,-14.412,0.123,1,2
0krLhuOv1vTRVEdxlgRaYr,0.363,0.112,83.499,0.175,0.825,0.674,0.782,109570,-9.772,0.755,1,1
7MdZQXUBijQxcBkYz4G1Z5,0.193,0.0882,84.03,0.0902,0.914,0.937,0.698,117495,-15.01,0.607,1,1
3RIqRdnksHKasmEEbkJKaU,0.267,0.0914,89.029,0.202,0.595,0.852,0.83,91750,-9.256,0.686,0,2
14lknz110Bg2107DoGZSSi,0.497,0.259,80.324,0.0491,0.954,0.474,0.402,73387,-5.041,0.373,0,11
3R98uU5sUyXwDcy5L8gmwA,0.0569,0.166,74.679,0.0443,0.833,0.909,0.714,71511,-23.771,0.13,1,4
0kglaBttNwzxtNeDdWafej,0.171,0.111,81.137,0.0897,0.368,0.87,0.776,154074,-12.828,0.0764,0,3
2mY5DSTfRepPqWncjNv4ia,0.339,0.149,166.133,0.302,0.687,0.845,0.762,130119,-10.767,0.412,1,6
52ZZRRNWJPgA5J7c6fiHHe,0.157,0.137,140.266,0.296,0.297,0.0137,0.915,96708,-11.332,0.359,0,8
2GkIzc8LL50re1J1F94xIw,0.212,0.391,86.041,0.352,0.933,0.616,0.73,111650,-21.392,0.667,1,11
0WT1PGDHk0G6Afl2lf1jHx,0.652,0.116,172.327,0.0381,0.362,0.902,0.584,125581,-6.184,0.746,0,1
2cm12bAoahxLKBSaCwIlIS,0.38,0.645,91.368,0.0441,0.832,0.881,0.245,435400,-19.969,0.0772,1,8
2RycgtfFQZOPgEGrzBGE0j,0.394,0.0968,132.015,0.286,0.605,0.305,0.637,332173,-13.536,0.361,1,7
7BdazOnsFvAkQGyrp2djJM,0.31,0.161,163.305,0.129,0.457,0.812,0.752,126087,-12.41,0.551,0,0
1dIFUbrU6HEjCu0C0y3s0I,0.221,0.0761,142.103,0.373,0.612,0.92,0.641,108169,-14.573,0.714,0,2
6g7n1yOSdyfu7rhAXdFtB8,0.116,0.103,94.006,0.0553,0.805,0.884,0.771,171064,-10.091,0.495,1,5
0JNw0pThBRGb0LfOhQmdTM,0.312,0.0955,76.421,0.102,0.951,0.000115,0.497,146404,-13.483,0.392,1,1
6x46gHSpHS93F9StbDm3EY,0.512,0.505,83.042,0.198,0.0526,0.88,0.856,127259,-7.82,0.492,1,7
7noJAr1qVEvUZSr8abV61p,0.457,0.26,180.073,0.237,0.799,0.871,0.718,101354,-12.067,0.178,0,9
2zOYl04XUopa77rhOj2lg7,0.289,0.128,82.034,0.0517,0.772,0.807,0.621,93659,-15.744,0.163,0,7
0Sual1ICmnvv1bZ8IEZsS5,0.352,0.111,170.71,0.0546,0.566,0.924,0.588,89438,-13.197,0.581,0,6
0cSkv5sPXwaHkwMIhyL1cE,0.283,0.099,81.399,0.0594,0.708,0.855,0.723,147286,-12.29,0.794,0,5
36GJnBt35dn0ss4zF2erhu,0.232,0.111,81.11,0.0402,0.936,0.919,0.522,169634,-15.823,0.179,1,11
1X8yQ1d98yP6LGLuB94Rj9,0.375,0.0994,77.157,0.0604,0.307,0.406,0.793,120000,-10.155,0.194,0,1
10d9nSj54HZhbDiIPWZrjh,0.184,0.102,112.022,0.345,0.389,0.149,0.972,137260,-11.964,0.814,0,9
3RHtUWfrmiUXZqqcx5VaJ3,0.123,0.0948,130.068,0.105,0.901,0.81,0.768,144000,-13.197,0.544,1,8
0Q3GXfTYjrqi7MAsTpFku0,0.326,0.122,90.029,0.055,0.331,0.938,0.85,162667,-10.267,0.402,1,7
0dSiQQx3mPfYXwMTq0nvD9,0.419,0.246,80.144,0.275,0.708,0.932,0.766,72000,-8.959,0.695,1,11
13a6OAPkYTJfzxlHz9qOBS,0.125,0.11,172.009,0.0422,0.912,0.897,0.546,166500,-18.528,0.458,1,0
7pDspg2l98EwYQRcBpmQWK,0.127,0.125,83.989,0.668,0.939,0.781,0.782,84315,-20.939,0.39,1,7
5sAxHA9vc2phSUff2793GX,0.0726,0.156,82.028,0.0485,0.96,0.884,0.666,150000,-21.575,0.15,1,11
6IcCj3Rs4uYU3rA7IP8TPy,0.157,0.0758,104.999,0.0314,0.828,0.935,0.65,105143,-16.649,0.159,1,9
1NZknYJDeqBfAXmbdF3cbG,0.311,0.0968,79.064,0.0899,0.461,0.763,0.698,139821,-9.012,0.267,1,1
18aAD6J8h1GZ3QxaKCZrOt,0.282,0.239,166.26,0.0415,0.00802,0.912,0.609,120012,-10.673,0.378,0,11
1bFIKjQ93Q3LgFvpPiTh0V,0.188,0.111,160.056,0.0683,0.985,0.956,0.646,66008,-14.878,0.513,1,0
6RJJT01PwAwu6228bXK7k8,0.451,0.319,94.668,0.0533,0.485,0.874,0.665,135798,-7.19,0.419,1,6
0f0gfm6wHjhqrBMHBn9Ajr,0.352,0.348,80.51,0.214,0.105,0.741,0.774,105143,-13.13,0.258,0,6
0qI8rD6jo54gmgsPULguS6,0.134,0.103,158.595,0.379,0.861,0.944,0.752,104866,-13.18,0.256,1,6
0XBKKmvcZSLvEw6Zb2DSki,0.12,0.371,143.332,0.0572,0.925,0.762,0.64,120000,-21.395,0.643,1,4
0WeL5mqWzwcLO23P7FxMQY,0.496,0.103,99.721,0.0992,0.45,0.937,0.743,70120,-12.805,0.663,0,10
4d2sQgOlSYixwlK6eUMSMw,0.19,0.087,80.469,0.396,0.933,0.957,0.436,137143,-22.518,0.0355,1,7
7eZb1znu03MDtTFS4bSwGR,0.312,0.101,170.139,0.0649,0.543,0.9,0.648,90353,-9.057,0.8,1,1
514SpsszS0bG5F8UCcoQhf,0.0407,0.0786,75.004,0.195,0.718,0.875,0.873,102425,-15.609,0.7,1,0
7KQGUqom3BIzU0UB8XltUN,0.319,0.119,170.332,0.0659,0.0941,0.748,0.706,124235,-10.842,0.545,1,7
2nxft8uvdFYovqAcaxulSz,0.878,0.0959,170.272,0.155,0.0228,0,0.77,219925,-4.033,0.679,1,7
6xHlnkbGTtQaPvFJVIweaD,0.144,0.573,83.998,0.0442,0.678,0.475,0.659,188571,-16.066,0.147,0,4
5bXSUGOuM8KAVcUcvux0ZD,0.708,0.677,95.022,0.157,0.11,0,0.931,184000,-7.665,0.427,0,0
5BnRotN9cLeNIBcweqRpKO,0.221,0.36,80.013,0.112,0.00782,0.848,0.691,193541,-15.723,0.668,1,1
4QcdzCZOmt38KEcCbP3Llq,0.386,0.155,85.181,0.0512,0.233,0.702,0.607,80325,-11.645,0.431,0,0
28pUgp8Cifsnwrv5Mvltyz,0.357,0.134,85.006,0.0435,0.862,0.915,0.734,109948,-8.727,0.648,1,10
2BQ8FCziBOuq9oxOGTAcUh,0.177,0.0963,138.682,0.0691,0.897,0.878,0.454,103736,-12.302,0.214,0,9
1QA6Psfem2KiDPTYMwEePp,0.411,0.0564,168.88,0.1,0.0924,0.584,0.355,37973,-8.331,0.379,1,3
6EylLZvd69kYDDtT35gZOB,0.69,0.146,122.942,0.108,0.182,0,0.804,242419,-6.197,0.525,0,8
2n9deOAwPwKth1DbQiuSX2,0.935,0.155,105.027,0.0476,0.0426,0.188,0.768,237405,-2.282,0.463,0,4
67DNRQWjRLMFvekBRprYtW,0.529,0.0879,139.997,0.0975,0.378,0,0.647,236853,-6.524,0.145,1,9
4jK2BDB01bECEG8s6o2WvV,0.747,0.0397,85.796,0.251,0.351,0,0.559,480074,-6.804,0.3,1,7
16tcwFXBCSmSxLj5vnlsU9,0.63,0.206,138.035,0.105,0.353,1.44e-05,0.786,198078,-5.992,0.64,0,6
4SiVDLHufmZb3nevWp9VOj,0.579,0.04,155.062,0.0972,0.109,0.887,0.516,480148,-10.92,0.142,0,11
6Ac4NVYYl2U73QiTt11ZKd,0.82,0.3,118.208,0.0805,0.261,0,0.547,172867,-6.728,0.933,1,8
7cdnq45E9aP2XDStHg5vd7,0.813,0.131,136.59,0.0639,0.0455,4.75e-05,0.501,138707,-8.192,0.495,1,11
2heD738dGBY8O5j3EynzHf,0.746,0.294,113.473,0.0515,0.148,0.524,0.556,277600,-8.708,0.525,1,10
1KpBtWSI9dlv0RjtzvF1BD,0.644,0.142,108.003,0.083,0.594,0.00402,0.841,255608,-3.284,0.881,0,9
4ou5xyFUJX4VwX76tw1qb1,0.675,0.0533,105.952,0.0566,0.379,0,0.928,240000,-3.535,0.794,1,5
06ZtadDrAH9relGrmwGmre,0.708,0.725,103.276,0.0506,0.499,0.442,0.447,236387,-16.088,0.581,1,11
78lgmZwycJ3nzsdgmPPGNx,0.932,0.349,112.937,0.0554,0.013,0.169,0.564,146250,-10.068,0.619,1,11
3Eid8tDXUjwPDXgWqKR26D,0.722,0.139,103.885,0.219,0.0544,0,0.614,195858,-3.769,0.26,0,11
29wJiSQcze8HEmxkUQykyp,0.487,0.358,136.482,0.0264,0.114,2.43e-06,0.455,272133,-7.112,0.139,1,7
4nASzyRbzL5qZQuOPjQfsj,0.878,0.118,94.921,0.369,0.0762,0,0.637,256333,-5.506,0.652,1,6
4RvWPyQ5RL0ao9LPZeSouE,0.795,0.104,112.067,0.0527,0.347,0.00389,0.645,251489,-12.095,0.535,1,7
6IHQYCcVjN6byEKKsx5n1K,0.262,0.199,163.457,0.224,0.989,0.259,0.599,156933,-13.888,0.534,0,9
2tHDUoZpXcM4k5XOgZNz0d,0.669,0.0771,161.139,0.0341,0.127,0.0172,0.631,278547,-13.859,0.833,0,0
2cIDetbjLPkhYf4r7z86WH,0.41,0.0552,83.963,0.032,0.158,0,0.797,245056,-5.777,0.789,0,9
0ikoEl34hpTIsyqWiw7s5U,0.955,0.146,111.964,0.0564,0.0209,0.00319,0.639,188107,-2.797,0.761,1,11
3ZzviIpZKwyJHhJWCwwhWr,0.234,0.109,62.5,0.0407,0.185,0,0.655,193840,-13.796,0.0784,0,4
4iS4vGzh365Wg0KutUiWoy,0.244,0.116,75.727,0.063,0.814,4.25e-05,0.471,220227,-9.023,0.444,0,0
31AOj9sFz2gM0O3hMARRBx,0.855,0.0987,125.639,0.0295,0.179,1.2e-06,0.666,268427,-5.051,0.803,0,9
3G94lNH9BlS5a2WpfwJ1E6,0.887,0.276,126.029,0.158,0.000816,0.778,0.688,196295,-3.68,0.0399,1,7
1pjvlYOMIg1NhGQbM6iwrY,0.877,0.233,107.991,0.0664,0.0375,0.000833,0.747,166138,-3.782,0.752,0,9
1vzTDqHqnYxissJoFrio4n,0.768,0.377,152.13,0.327,0.106,3.5e-05,0.66,146760,-5.651,0.727,1,4
764gPFN7V9ZmJUUGawGVWQ,0.728,0.171,86.286,0.291,0.294,0,0.555,239413,-5.88,0.327,1,9
45MpoG2B3CEHoZa8OhrAw2,0.587,0.106,128.003,0.059,0.128,2.17e-05,0.696,205600,-6.992,0.581,0,3
5ujBlp0aOSfDZuY2nWM2Tt,0.629,0.0995,123.451,0.0398,0.102,7.01e-06,0.508,224947,-6.563,0.604,0,9
4KDVxU1DXY5AWw8kPyFKq0,0.959,0.105,180.087,0.343,0.0163,4.52e-05,0.488,230240,-2.687,0.611,1,7
6WpLICh9bBL5C4DPjdK4XF,0.911,0.0387,108.82,0.0787,0.000721,0.000906,0.562,242200,-5.968,0.797,0,11
2ENBaEOC0Jgi2au9Jt7y7d,0.798,0.0271,110.111,0.0642,0.087,0.000187,0.853,222547,-5.876,0.861,0,11
6HZILIRieu8S0iqY8kIKhj,0.523,0.0842,139.913,0.357,0.00454,0,0.638,185947,-6.664,0.422,1,1
4BHSjbYylfOH5WAGusDyni,0.7,0.226,69.986,0.196,0.576,5.34e-06,0.67,160293,-7.893,0.648,1,1
1EaKU4dMbesXXd3BrLCtYG,0.705,0.246,189.891,0.485,0.204,0,0.748,208733,-4.547,0.483,0,4
2LTlO3NuNVN70lp2ZbVswF,0.798,0.139,109.968,0.349,0.137,0,0.746,214827,-8.382,0.553,1,0
6SwRhMLwNqEi6alNPVG00n,0.535,0.2,110.684,0.0573,0.0265,0,0.658,227360,-8.983,0.419,0,9
06FCvd7rrRcF3DdvWH5Isp,0.562,0.104,94.241,0.508,0.193,0,0.678,307880,-9.197,0.566,0,3
23luOrEVHMfoX0AhfbQuS6,0.479,0.527,150.414,0.281,0.604,7.2e-06,0.588,460573,-7.039,0.434,1,1
6hzbRKhJHo6cfCHSnNaDS8,0.41,0.113,95.931,0.185,0.328,4.28e-05,0.467,500960,-12.028,0.136,1,2
59bPV5iTGoBmng0uhqCyR5,0.85,0.111,122.666,0.163,0.0118,0.0067,0.876,158147,-5.75,0.962,0,1
2lCkncy6bIB0LTMT7kvrD1,0.836,0.0532,94.018,0.0695,0.0816,0.00138,0.843,205933,-2.474,0.65,0,11
464uJVLmr0fDJGXOnciaDe,0.561,0.435,175.992,0.25,0.25,0.000109,0.651,189827,-5.715,0.369,0,9
24DMzkRASCMSJrT5swk27L,0.741,0.0903,94.98,0.0508,0.0356,0.564,0.831,142973,-4.281,0.837,0,8
0y9uTzK9cNKSAEHnpeRG8C,0.731,0.258,174.516,0.615,0.0536,0,0.552,248613,-6.873,0.632,1,7
0CR0joQn5zAWn03xQsFNaQ,0.907,0.245,164.107,0.0884,0.0132,0.211,0.791,182507,-2.223,0.828,1,0
1syf62zw48zu4FrPwMtDHk,0.709,0.329,93.06,0.0794,0.229,0,0.849,176627,-4.717,0.916,0,6
5zzbORcD0GwLY0wQHP1Xs1,0.787,0.316,92.971,0.0721,0.0853,0,0.731,186693,-5.26,0.393,0,4
0wXuerDYiBnERgIpbb3JBR,0.347,0.103,160.143,0.121,0.167,0.00951,0.743,326933,-11.174,0.572,1,1
0b9oOr2ZgvyQu88wzixux9,0.463,0.354,120.024,0.137,0.117,0,0.854,225773,-6.159,0.549,1,5
2ZltjIqztEpZtafc8w0I9t,0.448,0.0914,166.077,0.326,0.113,0,0.472,234215,-7.272,0.636,0,6
5NhlpQ6BOIz3S5welptk1W,0.562,0.561,98.094,0.0305,0.124,1.58e-05,0.707,252026,-7.621,0.418,1,0
00GOPLxW4PGQuUYdPJh8K1,0.47,0.643,80.027,0.142,0.154,0,0.71,180675,-9.33,0.581,0,1
799f6Ih1Pu4AUApMyXhxUc,0.745,0.341,161.808,0.331,0.0594,0,0.506,192947,-6.044,0.311,1,8
4Ksj9mKfsYC5b8v8Ey3c8I,0.0466,0.42,116.713,0.0495,0.672,0.196,0.174,179387,-18.458,0.0337,1,3
07FOCFJhMmCVQDyWX1d3gR,0.649,0.0795,100.077,0.109,0.036,0.0199,0.715,212107,-11.294,0.478,1,2
2Aq78kKI9yuloJQkcbhQbU,0.538,0.583,85.977,0.0401,0.0117,0.0189,0.621,367293,-9.307,0.311,1,10
011ZwIM48eD8ee2UBpG8nK,0.524,0.488,164.047,0.16,0.197,4.29e-05,0.691,392187,-9.718,0.41,1,5
5X4R93Qcw54yp9Utwy7Mlr,0.597,0.0925,114.98,0.0749,0.012,0.00273,0.715,308547,-8.939,0.186,1,0
4j3GWI86JvSaF0BLdmgcfF,0.579,0.106,100.01,0.0569,0.0129,0.00351,0.76,213600,-7.374,0.125,1,0
31tf1qEai5o5f4r66Kd0pU,0.433,0.0667,117.834,0.0357,0.0116,0.0452,0.534,379227,-12.628,0.235,1,5
1krQ6dXw4jF82rAdc8kCt9,0.782,0.127,200.4,0.355,0.00938,0,0.613,240000,-6.42,0.525,0,6
7p4vHnYXkxlzvfePJVpcTr,0.596,0.0805,165.728,0.13,0.162,0.00482,0.554,297404,-8.214,0.255,1,7
7tvp7XPIMO1XOXEsy48cGE,0.454,0.183,134.97,0.0426,0.495,0.00229,0.654,270222,-12.664,0.066,0,9
5txH6topQylTHnb4lZMdQ1,0.626,0.158,119.837,0.0339,0.0108,8.8e-06,0.599,189400,-6.622,0.708,1,6
2Cd1uLyjCQXAdpG1oHLjfY,0.193,0.0653,109.992,0.0461,0.802,0.893,0.713,195136,-16.141,0.0447,0,9
0Y3bl8IzUsGvccFu74OLPB,0.705,0.307,88.551,0.302,0.479,0,0.679,142106,-9.18,0.78,1,2
66N8wrzpsNbOUQxHMzOUfv,0.789,0.225,110.033,0.0598,0.264,0,0.736,194705,-3.588,0.746,1,7
2yXyz4NLTZx9CLdXfLTp5E,0.955,0.38,107.984,0.0653,0.000165,1.36e-05,0.533,216733,-3.708,0.55,1,8
5KxpIbwMmWB8BRHdjZ3k72,0.571,0.147,131.029,0.0893,0.122,0.000689,0.792,158015,-7.064,0.464,1,1
5widvMUA2hiilH1RpOl5aM,0.814,0.451,147.964,0.0417,0.182,0,0.675,278229,-2.793,0.544,1,1
2fVshvqY2sX5DJxdEn6WWT,0.524,0.0806,80.01,0.295,0.0846,0.00441,0.871,123022,-8.16,0.471,0,9
0WLhJ2NBuZHuoHY8pLVHJ0,0.692,0.344,100.046,0.0356,0.00181,0,0.84,155913,-5.399,0.145,1,8
5gpEcJxqJlQbS8UxNLblaJ,0.957,0.827,90.954,0.395,0.0703,0,0.405,823221,-8.418,0.292,1,1
10rDSQODRPXrTSrje8IRGS,0.798,0.0841,76.376,0.425,0.248,0,0.571,285000,-8.67,0.596,0,10
0vjKXtFLt6Ti08Y3JCnRKB,0.651,0.235,77.878,0.3,0.000739,0,0.546,212653,-7.601,0.646,1,1
0gV5B7zmJkS1aaH9APokrH,0.633,0.0615,150.055,0.341,0.0355,0,0.782,175213,-4.644,0.749,1,8
