artist_name,track_name,end_time,ms_played,track_id
El Ezequiel,Tres Gallitos,2020-01-01 00:14,43814,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 00:15,34780,
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 00:16,88514,
El Ezequiel,Tres Gallitos,2020-01-01 00:19,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 00:23,206714,
Los Pericos,Runaway,2020-01-01 00:27,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-01 00:27,7032,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-01 00:29,117738,03a359wbiUsjN9h6yzXvmS
Post Malone,Congratulations,2020-01-01 00:43,152740,3a1lNhkSLSkpJE4MSHpDu9
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-01 02:44,245534,1hSJnfkEqbGF5afz5aqKqi
Canserbero,Llovía,2020-01-01 02:49,292075,0V5aSGaNYMwnpv4CZO7JkD
Los Pericos,Runaway,2020-01-01 02:50,42025,0ZLakHzHWqUIlkeDa4i8aC
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-01 02:54,235423,1hSJnfkEqbGF5afz5aqKqi
El Ezequiel,Tres Gallitos,2020-01-01 02:57,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 03:01,227959,
Los Pericos,Runaway,2020-01-01 03:13,1906,0ZLakHzHWqUIlkeDa4i8aC
El Ezequiel,Tres Gallitos,2020-01-01 05:04,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 05:08,227959,
Los Pericos,Runaway,2020-01-01 05:12,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-01 05:15,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-01 05:18,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-01 05:22,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-01 05:25,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-01 05:28,185306,0r8pwDCv77bCJ2edzbIyJR
Lil Supa,'99,2020-01-01 05:32,181333,709mETGcDrctQgqJKLwCWm
Lil Supa,Valórate,2020-01-01 05:36,237035,3Cvj23hegZs1XDlfPWbJdp
Lil Supa,Mista Uanteik,2020-01-01 05:41,260649,5ZAVPUsb3KumdvhQrFetiY
Lil Supa,光 Luz,2020-01-01 05:44,220606,5aF2hoUHaU9GainPXIZDMV
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-01 05:48,237760,1hSJnfkEqbGF5afz5aqKqi
Santaflow,Las Cartas Sobre la Mesa,2020-01-01 06:07,485262,3NmOEBbvcQKb0JeYOFH48O
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-01 06:35,237760,1hSJnfkEqbGF5afz5aqKqi
Santaflow,Las Cartas Sobre la Mesa,2020-01-01 06:47,668745,3NmOEBbvcQKb0JeYOFH48O
Santaflow,Las Cartas Sobre la Mesa,2020-01-01 14:46,2031,3NmOEBbvcQKb0JeYOFH48O
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 14:50,227959,
Los Pericos,Runaway,2020-01-01 15:09,58549,0ZLakHzHWqUIlkeDa4i8aC
El Ezequiel,Tres Gallitos,2020-01-01 15:27,206136,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 15:31,227959,
Los Pericos,Runaway,2020-01-01 15:35,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-01 15:37,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-01 15:41,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-01 15:44,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-01 15:48,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-01 15:51,185306,0r8pwDCv77bCJ2edzbIyJR
Lil Supa,'99,2020-01-01 15:54,181333,709mETGcDrctQgqJKLwCWm
Lil Supa,Valórate,2020-01-01 15:58,237035,3Cvj23hegZs1XDlfPWbJdp
Lil Supa,Mista Uanteik,2020-01-01 16:02,260649,5ZAVPUsb3KumdvhQrFetiY
Lil Supa,光 Luz,2020-01-01 16:07,284000,5aF2hoUHaU9GainPXIZDMV
La Bomba de Tiempo,Bolivia,2020-01-01 16:11,240799,2MuDW3QK1SAk35OnTnDLLp
Guaynaa,Chicharrón,2020-01-01 16:40,60037,5UVa8Qqb9L1dVxl3jKQ5J1
El Ezequiel,Tres Gallitos,2020-01-01 20:25,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 20:28,227959,
Los Pericos,Runaway,2020-01-01 20:32,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-01 20:35,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-01 20:45,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-01 20:48,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-01 20:52,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-01 20:55,185306,0r8pwDCv77bCJ2edzbIyJR
Lil Supa,'99,2020-01-01 20:58,181333,709mETGcDrctQgqJKLwCWm
Lil Supa,Valórate,2020-01-01 21:02,237035,3Cvj23hegZs1XDlfPWbJdp
Lil Supa,Mista Uanteik,2020-01-01 21:06,260649,5ZAVPUsb3KumdvhQrFetiY
Lil Supa,光 Luz,2020-01-01 21:11,284000,5aF2hoUHaU9GainPXIZDMV
La Bomba de Tiempo,Bolivia,2020-01-01 21:15,240799,2MuDW3QK1SAk35OnTnDLLp
Guaynaa,Chicharrón,2020-01-01 21:18,195866,5UVa8Qqb9L1dVxl3jKQ5J1
Post Malone,Circles,2020-01-01 21:22,215280,21jGcNKet2qwijlDFuPiPb
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2020-01-01 21:26,229573,7CZyCXKG6d5ALeq41sLzbw
Melendi,Cheque al portamor,2020-01-01 21:28,11849,2FhLn92NDtRW6hKJvj9yX5
Post Malone,Saint-Tropez,2020-01-01 21:28,150866,05mDaV9Vb3wrzjF6OPZnhq
Lit Killah,Tan Bien (feat. Agus Padilla),2020-01-01 21:35,204988,43Q1jBoHh3pQkh3Oy7TA1g
Lit Killah,Bufón,2020-01-01 21:39,242500,6ovp1nCwIAOSMotiCF7pjk
Post Malone,Saint-Tropez,2020-01-01 21:44,10288,05mDaV9Vb3wrzjF6OPZnhq
88rising,Midsummer Madness,2020-01-01 21:44,280841,6TodWdTSDfzwgYynTZSvJn
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-01 21:48,237760,1hSJnfkEqbGF5afz5aqKqi
Santaflow,Las Cartas Sobre la Mesa,2020-01-01 22:00,705004,3NmOEBbvcQKb0JeYOFH48O
Canserbero,Llovía,2020-01-01 22:29,107199,0V5aSGaNYMwnpv4CZO7JkD
Randy,Soy Una Gargola,2020-01-01 22:40,2380,4bEwaORm2IBfu3omjEna7I
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-01 22:44,227959,
Duki,She Don't Give a Fo,2020-01-01 22:48,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-01 22:51,210133,5YyetAy34sgROhslaW3BZc
Akapellah,Ímpetu,2020-01-01 22:55,23746,0r8pwDCv77bCJ2edzbIyJR
Duki,Hello Cotto,2020-01-01 22:55,217286,422Avi2VjqZKCVzstKmqog
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-01 23:18,74800,1hSJnfkEqbGF5afz5aqKqi
Canserbero,Llovía,2020-01-02 01:10,417,0V5aSGaNYMwnpv4CZO7JkD
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-02 01:14,237760,1hSJnfkEqbGF5afz5aqKqi
El Ezequiel,Tres Gallitos,2020-01-02 01:18,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-02 01:28,713,
El Ezequiel,Tres Gallitos,2020-01-02 15:53,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-02 16:06,208154,
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-02 17:24,237760,1hSJnfkEqbGF5afz5aqKqi
Santaflow,Las Cartas Sobre la Mesa,2020-01-02 17:36,680100,3NmOEBbvcQKb0JeYOFH48O
Los Pericos,Runaway,2020-01-02 17:40,233267,0ZLakHzHWqUIlkeDa4i8aC
Canserbero,Stupid Love Story,2020-01-02 18:10,233000,1VIQPJc3fGfX23S6SD651l
Duki,She Don't Give a Fo,2020-01-02 18:26,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-02 18:30,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-02 18:33,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-02 18:37,185306,0r8pwDCv77bCJ2edzbIyJR
Lil Supa,'99,2020-01-02 20:05,8819,709mETGcDrctQgqJKLwCWm
Duki,Perdón,2020-01-02 21:25,0,4YvVZba3sBU3qLI7I6TVWD
C. Tangana,5 Stars (feat. Polima Westcoast),2020-01-02 21:25,422,7KAveXwQ5xzdHT6GDlNIBu
Duki,Goteo,2020-01-02 21:25,1123,1EoEU4HY57qaITp06TkC6B
Duki,La Jefatura,2020-01-02 21:25,0,2lllz0GoFtRdHMaqGlqcoL
KHEA,Ánimo (feat. Duki & Midel),2020-01-02 21:25,45,51CmC2Dx6cvWJxbsdcpu76
Duki,Señorita,2020-01-02 21:25,0,4znBsOXb9COwElnqcvPQQs
Duki,It's a Vibe,2020-01-02 21:25,918,6HvD8JhIe9Mq6gyql32rYb
Midel,Cara de Diablo,2020-01-02 21:25,0,4dqAbOYUuKiMsmopVOLLJD
Duki,One Million Dollar Baby,2020-01-02 21:25,777,2u5yscz12pZF9Z3ls3BshU
Frijo,"Like Boss - Remix (feat. Duki, Bizarrap, Akapellah, Polima Westcoast, Moonkey, Zanto, Santoz)",2020-01-02 21:25,2,2H2pkZBzWDX2TzGW7sp014
Fuego,Cereza,2020-01-02 21:25,664,668JOhJXCQeUkAsjfREN78
Duki,Hello Cotto,2020-01-02 21:25,1240,422Avi2VjqZKCVzstKmqog
Rels B,OTRO CHEKE,2020-01-02 21:25,0,1zzaawknHz9bMofpqN1wVS
Duki,A Punta de Espada,2020-01-02 21:25,0,74MujHggasHq5FMkTKsNkA
Duki,Te Traje Flores,2020-01-02 21:25,0,6OWwrGLVeyTgVqJK5j0rT9
KHEA,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",2020-01-02 21:25,645,3R1yxKhYKoXqaztyQflEH8
Duki,Rockstar,2020-01-02 21:25,1037,3E4ZzO4ySupnYypDPXcc3D
Nicki Nicole,Shorty,2020-01-02 21:25,0,3Fekr3gkWmX25J2m4aVNaC
Duki,Hitboy,2020-01-02 21:38,118700,624AL3EwsrgGIp6bdwmXgo
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-02 23:15,274380,1hSJnfkEqbGF5afz5aqKqi
Duki,Hitboy,2020-01-02 23:36,158940,624AL3EwsrgGIp6bdwmXgo
Duki,Hitboy,2020-01-02 23:52,3812,624AL3EwsrgGIp6bdwmXgo
Lit Killah,Tan Bien (feat. Agus Padilla),2020-01-02 23:56,204988,43Q1jBoHh3pQkh3Oy7TA1g
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2020-01-02 23:57,54530,7CZyCXKG6d5ALeq41sLzbw
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2020-01-02 23:57,1230,7CZyCXKG6d5ALeq41sLzbw
Lit Killah,Bufón,2020-01-02 23:57,1270,6ovp1nCwIAOSMotiCF7pjk
Duki,Hitboy,2020-01-03 00:00,179204,624AL3EwsrgGIp6bdwmXgo
Duki,She Don't Give a Fo,2020-01-03 00:03,209531,03a359wbiUsjN9h6yzXvmS
Duki,Hello Cotto,2020-01-03 00:09,217286,422Avi2VjqZKCVzstKmqog
El Ezequiel,Tres Gallitos,2020-01-03 00:13,195898,3FWAZnfVEWlUBB4YyZ0lEK
Lobo Estepario,Hablemos,2020-01-03 05:50,465413,4a95B0X4hYSyblp7UNwSsh
Lobo Estepario,Hablemos,2020-01-03 15:14,229536,4a95B0X4hYSyblp7UNwSsh
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-03 15:18,237760,1hSJnfkEqbGF5afz5aqKqi
Duki,Hitboy,2020-01-03 15:21,179204,624AL3EwsrgGIp6bdwmXgo
El Ezequiel,Tres Gallitos,2020-01-03 15:28,226095,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-03 15:31,182636,
Duki,Hitboy,2020-01-03 18:34,1560,624AL3EwsrgGIp6bdwmXgo
Duki,Hitboy,2020-01-03 18:37,179204,624AL3EwsrgGIp6bdwmXgo
Duki,She Don't Give a Fo,2020-01-03 18:40,209531,03a359wbiUsjN9h6yzXvmS
Duki,Hello Cotto,2020-01-03 18:44,217286,422Avi2VjqZKCVzstKmqog
El Ezequiel,Tres Gallitos,2020-01-03 18:47,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-03 18:51,227959,
Molotov,Frijolero,2020-01-03 20:31,208353,5YyetAy34sgROhslaW3BZc
Lobo Estepario,Hablemos,2020-01-03 20:44,1020,4a95B0X4hYSyblp7UNwSsh
Lobo Estepario,Hablemos,2020-01-03 20:54,240481,4a95B0X4hYSyblp7UNwSsh
Residente,Pecador,2020-01-03 20:59,144738,4DFq874qg7Pun7xYOAVJqL
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-03 21:11,84060,1hSJnfkEqbGF5afz5aqKqi
Duki,Hitboy,2020-01-03 21:18,179204,624AL3EwsrgGIp6bdwmXgo
Duki,She Don't Give a Fo,2020-01-03 21:22,209531,03a359wbiUsjN9h6yzXvmS
Duki,Hello Cotto,2020-01-03 21:26,217286,422Avi2VjqZKCVzstKmqog
El Ezequiel,Tres Gallitos,2020-01-03 21:30,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-03 21:33,227959,
Los Pericos,Runaway,2020-01-03 21:37,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-03 21:40,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-03 21:57,188961,03a359wbiUsjN9h6yzXvmS
Duki,Hitboy,2020-01-04 03:22,179204,624AL3EwsrgGIp6bdwmXgo
El Ezequiel,Tres Gallitos,2020-01-04 03:26,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-04 03:29,227959,
Los Pericos,Runaway,2020-01-04 03:33,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-04 03:36,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-04 03:40,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-04 03:43,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-04 03:47,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-04 04:34,83925,0r8pwDCv77bCJ2edzbIyJR
Molotov,Frijolero,2020-01-04 04:37,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-04 04:41,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-04 04:44,185306,0r8pwDCv77bCJ2edzbIyJR
Lil Supa,'99,2020-01-04 04:45,36193,709mETGcDrctQgqJKLwCWm
Lobo Estepario,Hablemos,2020-01-04 06:30,245454,4a95B0X4hYSyblp7UNwSsh
Lobo Estepario,Hablemos,2020-01-04 06:37,245454,4a95B0X4hYSyblp7UNwSsh
Lobo Estepario,Hablemos,2020-01-04 15:44,245454,4a95B0X4hYSyblp7UNwSsh
Duki,Hitboy,2020-01-04 15:47,179204,624AL3EwsrgGIp6bdwmXgo
El Ezequiel,Tres Gallitos,2020-01-04 15:50,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-04 15:54,227959,
Los Pericos,Runaway,2020-01-04 15:58,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-04 16:22,155382,5mu1uv8RmzDkF8foePK5qa
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-04 18:12,75900,1hSJnfkEqbGF5afz5aqKqi
Lobo Estepario,Hablemos,2020-01-04 18:16,245454,4a95B0X4hYSyblp7UNwSsh
Lobo Estepario,Hablemos,2020-01-04 18:29,245454,4a95B0X4hYSyblp7UNwSsh
Molotov,Frijolero,2020-01-04 18:33,210133,5YyetAy34sgROhslaW3BZc
Duki,She Don't Give a Fo,2020-01-04 18:36,209531,03a359wbiUsjN9h6yzXvmS
Duki,Hello Cotto,2020-01-04 18:40,217286,422Avi2VjqZKCVzstKmqog
El Ezequiel,Tres Gallitos,2020-01-04 18:43,167962,3FWAZnfVEWlUBB4YyZ0lEK
Duki,Hitboy,2020-01-04 18:48,6495,624AL3EwsrgGIp6bdwmXgo
Three Days Grace,The End Is Not the Answer,2020-01-04 18:49,236588,4OdHYN8JT2t1jn5bH8lQWg
Three Days Grace,I Hate Everything About You,2020-01-04 20:06,231480,6rUp7v3l8yC4TKxAAR5Bmx
Three Days Grace,Animal I Have Become,2020-01-04 20:10,231400,56sk7jBpZV0CD31G9hEU3b
Three Days Grace,Riot,2020-01-04 20:13,207586,1Q2fYlSdwuutWj3QplhY9q
Three Days Grace,Never Too Late,2020-01-04 20:17,209333,3HE50TVRquwXe9yv2HFoNL
Three Days Grace,Pain,2020-01-04 20:20,202973,6OMO6WdRhSfjMPAiPT94wH
Three Days Grace,The Mountain,2020-01-04 20:23,198360,5Z6UMh8TMzxXslMc3bRXy1
Three Days Grace,Right Left Wrong,2020-01-04 20:27,236693,2pAUx2a1F5JCaVgytQm8fI
Three Days Grace,I Am An Outsider,2020-01-04 20:44,33893,3UeTr9z3nVsPVg58IKGHcT
Lobo Estepario,Hablemos,2020-01-04 20:48,227472,4a95B0X4hYSyblp7UNwSsh
Three Days Grace,The End Is Not the Answer,2020-01-04 20:51,172600,4OdHYN8JT2t1jn5bH8lQWg
Three Days Grace,The Real You,2020-01-04 20:55,235573,54C4TfHY00UYEnhMaYgfqZ
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-04 20:59,237760,1hSJnfkEqbGF5afz5aqKqi
Santaflow,Las Cartas Sobre la Mesa,2020-01-04 21:22,116300,3NmOEBbvcQKb0JeYOFH48O
Lobo Estepario,Hablemos,2020-01-04 22:11,236173,4a95B0X4hYSyblp7UNwSsh
Three Days Grace,The Real You,2020-01-04 22:14,200395,54C4TfHY00UYEnhMaYgfqZ
Three Days Grace,The Real You,2020-01-04 22:17,22753,54C4TfHY00UYEnhMaYgfqZ
Three Days Grace,The End Is Not the Answer,2020-01-04 22:17,172600,4OdHYN8JT2t1jn5bH8lQWg
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-04 22:21,237760,1hSJnfkEqbGF5afz5aqKqi
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-04 22:26,227959,
Los Pericos,Runaway,2020-01-04 22:29,152215,0ZLakHzHWqUIlkeDa4i8aC
Duki,Hitboy,2020-01-05 02:28,2000,624AL3EwsrgGIp6bdwmXgo
Lobo Estepario,Hablemos,2020-01-05 02:32,245454,4a95B0X4hYSyblp7UNwSsh
Duki,Hitboy,2020-01-05 02:35,179204,624AL3EwsrgGIp6bdwmXgo
El Ezequiel,Tres Gallitos,2020-01-05 02:38,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-05 02:42,227959,
Los Pericos,Runaway,2020-01-05 02:45,175176,0ZLakHzHWqUIlkeDa4i8aC
Tones And I,Dance Monkey,2020-01-05 02:48,209438,2XU0oxnq2qxCpomAAuJY8K
Justin Bieber,Yummy,2020-01-05 02:52,210426,5R2FLI5NJc6T3mCNdooKaj
Arizona Zervas,ROXANNE,2020-01-05 02:53,59555,696DnlkuDOXcMAnKlTgXXK
Iggy Azalea,Kream (feat. Tyga),2020-01-05 03:02,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-05 03:05,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-05 03:09,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-05 03:13,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-05 03:16,185306,0r8pwDCv77bCJ2edzbIyJR
Lil Supa,'99,2020-01-05 03:19,181333,709mETGcDrctQgqJKLwCWm
Lil Supa,Valórate,2020-01-05 03:23,237035,3Cvj23hegZs1XDlfPWbJdp
Lil Supa,Mista Uanteik,2020-01-05 04:13,260649,5ZAVPUsb3KumdvhQrFetiY
Lil Supa,光 Luz,2020-01-05 04:18,284000,5aF2hoUHaU9GainPXIZDMV
La Bomba de Tiempo,Bolivia,2020-01-05 04:22,240799,2MuDW3QK1SAk35OnTnDLLp
Guaynaa,Chicharrón,2020-01-05 04:25,195866,5UVa8Qqb9L1dVxl3jKQ5J1
Post Malone,Circles,2020-01-05 05:25,125991,21jGcNKet2qwijlDFuPiPb
KAROL G,Tusa,2020-01-05 05:28,176290,7k4t7uLgtOxPwTpFmtJNTY
Lil Supa,Mista Uanteik,2020-01-05 16:11,2324,5ZAVPUsb3KumdvhQrFetiY
Lil Supa,'99,2020-01-05 16:11,3162,709mETGcDrctQgqJKLwCWm
Lil Supa,Mista Uanteik,2020-01-05 16:15,260649,5ZAVPUsb3KumdvhQrFetiY
Lil Supa,光 Luz,2020-01-05 16:24,52397,5aF2hoUHaU9GainPXIZDMV
Lobo Estepario,Hablemos,2020-01-05 16:28,245454,4a95B0X4hYSyblp7UNwSsh
Duki,Hitboy,2020-01-05 16:31,179204,624AL3EwsrgGIp6bdwmXgo
El Ezequiel,Tres Gallitos,2020-01-05 16:31,6472,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-05 16:35,227959,
Los Pericos,Runaway,2020-01-05 16:39,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-05 16:49,26812,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-05 17:53,2380,03a359wbiUsjN9h6yzXvmS
Three Days Grace,The End Is Not the Answer,2020-01-05 17:56,172600,4OdHYN8JT2t1jn5bH8lQWg
Three Days Grace,Gone Forever,2020-01-05 18:00,221093,2Xe2YAxNPqWCNpZ8RagBdO
Three Days Grace,On My Own,2020-01-05 18:03,185760,4FGQwSKgEykxtBwb2px8ug
Three Days Grace,Scared,2020-01-05 18:06,193120,15ZDD1aPzLMKSaSVzRvQCY
Three Days Grace,Drown,2020-01-05 18:09,144825,2AUoqUNZCmEQnkRJGegS2F
Three Days Grace,The Real You,2020-01-05 18:13,235573,54C4TfHY00UYEnhMaYgfqZ
Three Days Grace,Goin' Down,2020-01-05 18:18,184020,5fMOlPVPDpeOqhSSX4cnfu
Tones And I,Dance Monkey,2020-01-05 18:22,209438,2XU0oxnq2qxCpomAAuJY8K
Justin Bieber,Yummy,2020-01-05 18:22,3641,5R2FLI5NJc6T3mCNdooKaj
Cypress Hill,Siempre Peligroso (feat. Fermin IV Caballero),2020-01-05 20:55,237760,1hSJnfkEqbGF5afz5aqKqi
Lobo Estepario,Hablemos,2020-01-05 21:09,245454,4a95B0X4hYSyblp7UNwSsh
Lobo Estepario,Hablemos,2020-01-06 03:56,245454,4a95B0X4hYSyblp7UNwSsh
Duki,Hitboy,2020-01-06 03:59,179204,624AL3EwsrgGIp6bdwmXgo
El Ezequiel,Tres Gallitos,2020-01-06 04:02,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-06 04:06,227959,
Los Pericos,Runaway,2020-01-06 04:10,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-06 04:13,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-06 04:25,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-06 04:29,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-06 04:32,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-06 04:35,185306,0r8pwDCv77bCJ2edzbIyJR
Lil Supa,'99,2020-01-06 04:38,181333,709mETGcDrctQgqJKLwCWm
Lil Supa,Valórate,2020-01-06 04:42,237035,3Cvj23hegZs1XDlfPWbJdp
Lil Supa,Mista Uanteik,2020-01-06 04:47,260649,5ZAVPUsb3KumdvhQrFetiY
Lil Supa,光 Luz,2020-01-06 04:52,284000,5aF2hoUHaU9GainPXIZDMV
La Bomba de Tiempo,Bolivia,2020-01-06 04:56,240799,2MuDW3QK1SAk35OnTnDLLp
Guaynaa,Chicharrón,2020-01-06 04:59,195866,5UVa8Qqb9L1dVxl3jKQ5J1
Post Malone,Circles,2020-01-06 05:59,98481,21jGcNKet2qwijlDFuPiPb
Tones And I,Dance Monkey,2020-01-06 06:25,209438,2XU0oxnq2qxCpomAAuJY8K
Justin Bieber,Yummy,2020-01-06 06:29,210426,5R2FLI5NJc6T3mCNdooKaj
Tones And I,Dance Monkey,2020-01-06 06:34,911,2XU0oxnq2qxCpomAAuJY8K
Justin Bieber,Yummy,2020-01-06 06:34,727,5R2FLI5NJc6T3mCNdooKaj
Lobo Estepario,Hablemos,2020-01-06 06:34,10434,4a95B0X4hYSyblp7UNwSsh
Justin Bieber,Yummy,2020-01-06 06:37,210426,5R2FLI5NJc6T3mCNdooKaj
Lobo Estepario,Hablemos,2020-01-06 06:41,245454,4a95B0X4hYSyblp7UNwSsh
Duki,Hitboy,2020-01-06 06:45,179204,624AL3EwsrgGIp6bdwmXgo
El Ezequiel,Tres Gallitos,2020-01-06 06:48,200945,3FWAZnfVEWlUBB4YyZ0lEK
4 Elementos,Cypher #1 (Reggae Cypher),2020-01-06 06:53,227959,
Los Pericos,Runaway,2020-01-06 06:56,233267,0ZLakHzHWqUIlkeDa4i8aC
Iggy Azalea,Kream (feat. Tyga),2020-01-06 06:59,166626,5mu1uv8RmzDkF8foePK5qa
Duki,She Don't Give a Fo,2020-01-06 07:04,209531,03a359wbiUsjN9h6yzXvmS
Molotov,Frijolero,2020-01-06 07:08,210133,5YyetAy34sgROhslaW3BZc
Duki,Hello Cotto,2020-01-06 07:11,217286,422Avi2VjqZKCVzstKmqog
Akapellah,Ímpetu,2020-01-06 07:14,185306,0r8pwDCv77bCJ2edzbIyJR
