artist_name,track_name,end_time,ms_played,track_id
Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",2020-02-02 16:29,286960,5mZXWEH2eh8zMZGCxT5aW0
Eminem,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",2020-02-02 16:32,234653,0GQ5bFTVFFKpwNPc7KwQnB
H Muda,Sonido ilegal,2020-02-02 16:40,404908,
Lit Killah,Tan Bien (feat. Agus Padilla),2020-02-02 16:43,204988,43Q1jBoHh3pQkh3Oy7TA1g
Eminem,Godzilla (feat. Juice WRLD),2020-02-02 16:47,210800,7FIWs0pqAYbP91WWM0vlTQ
Eminem,Unaccommodating (feat. Young M.A),2020-02-02 16:50,216600,0q2vG0UVuy6ajjcpkQHdZM
Calle 13,La Crema,2020-02-02 16:54,241240,3ZUwkZWSiYxkP8kZDlxqnL
Three Days Grace,I Hate Everything About You,2020-02-02 16:55,106583,6rUp7v3l8yC4TKxAAR5Bmx
Tones And I,Dance Monkey,2020-02-02 16:58,209438,2XU0oxnq2qxCpomAAuJY8K
Justin Bieber,Yummy,2020-02-02 17:01,210426,5R2FLI5NJc6T3mCNdooKaj
Lobo Estepario,Hablemos,2020-02-02 17:05,245454,4a95B0X4hYSyblp7UNwSsh
Duki,Hitboy,2020-02-02 17:08,179204,624AL3EwsrgGIp6bdwmXgo
