artist_name,track_name,end_time,ms_played,track_id,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,loudness_adj,date,mins_played,liked
Snoop Dogg,Bitch Please,2020-05-21 22:06,234733,5Sm1X46tna50RstHZvw072,5Sm1X46tna50RstHZvw072,0.697,0.297,95.03,0.187,0.00838,0.0,0.869,234533,-4.639,0.804,1,7,0.8754716091303526,2020-05-21,3.91,True
50 Cent,P.I.M.P.,2020-05-21 22:10,249480,3G0yz3DZn3lfraledmBCT0,3G0yz3DZn3lfraledmBCT0,0.772,0.0368,84.722,0.346,0.0521,4.35e-06,0.712,249480,-3.024,0.848,0,10,0.9135540464063383,2020-05-21,4.16,True
Dr. Dre,Forgot About Dre,2020-05-21 22:14,222293,7iXF2W9vKmDoGAhlHdpyIa,7iXF2W9vKmDoGAhlHdpyIa,0.74,0.163,133.974,0.0774,0.0827,0.0,0.924,222293,-1.299,0.621,1,8,0.9542303338992643,2020-05-21,3.7,True
Dr. Dre,Let's Get High,2020-05-21 22:17,147426,0EZMXJMWf0tLKRWwCiA6Sx,0EZMXJMWf0tLKRWwCiA6Sx,0.85,0.0903,99.375,0.331,0.055,0.0,0.905,147427,-2.795,0.498,0,4,0.9189539709488774,2020-05-21,2.46,False
Young Thug,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",2020-05-21 22:20,231653,10nTs74T7xj4f4jzihU9ug,10nTs74T7xj4f4jzihU9ug,0.732,0.261,151.779,0.203,0.0304,0.0,0.631,231653,-4.706,0.549,1,1,0.8738917185436709,2020-05-21,3.86,True
Snoop Lion,Remedy (feat. Busta Rhymes & Chris Brown),2020-05-21 22:23,180333,1fC0C3CZmF8A8cTKhhfwp4,1fC0C3CZmF8A8cTKhhfwp4,0.76,0.119,156.882,0.0631,0.000557,0.000259,0.578,180333,-6.826,0.724,1,1,0.823901150726278,2020-05-21,3.01,True
Macklemore,Thrift Shop (feat. Wanz),2020-05-21 22:27,235613,7bYZBVrnRfqeaPbhRyEvK3,7bYZBVrnRfqeaPbhRyEvK3,0.526,0.0457,94.993,0.293,0.0633,0.0,0.781,235613,-6.986,0.665,0,6,0.820128277683456,2020-05-21,3.93,True
Kanye West,Can't Tell Me Nothing,2020-05-21 22:32,271600,2MIBAmYwiuGoKUlpq9B9sZ,2MIBAmYwiuGoKUlpq9B9sZ,0.62,0.82,80.029,0.039,0.0122,0.0,0.596,271600,-6.133,0.102,0,5,0.8402424070930012,2020-05-21,4.53,True
Aaron Taos,Control,2020-05-22 03:25,4780,6jKOxnQ1Pdsr4KblSSeA0j,6jKOxnQ1Pdsr4KblSSeA0j,0.565,0.15,75.52,0.0308,0.0712,0.000144,0.638,184768,-8.154,0.464,0,5,0.7925863044708544,2020-05-22,0.08,False
Twenty One Pilots,Heathens,2020-05-22 03:25,155699,6i0V12jOa3mr6uu4WYhUBr,6i0V12jOa3mr6uu4WYhUBr,0.396,0.105,90.024,0.0286,0.0841,3.58e-05,0.732,195920,-9.348,0.548,0,4,0.7644312393887945,2020-05-22,2.59,False
Aaron Taos,Control,2020-05-22 03:26,8974,6jKOxnQ1Pdsr4KblSSeA0j,6jKOxnQ1Pdsr4KblSSeA0j,0.565,0.15,75.52,0.0308,0.0712,0.000144,0.638,184768,-8.154,0.464,0,5,0.7925863044708544,2020-05-22,0.15,False
Daddy Yankee,Rompe,2020-05-22 03:29,188626,48mYwZy2il3CxzWvXvofT9,48mYwZy2il3CxzWvXvofT9,0.806,0.0569,176.064,0.0549,0.0358,5.83e-06,0.687,189040,-6.019,0.534,0,1,0.842930579136012,2020-05-22,3.14,True
Bad Bunny,Hablamos Mañana,2020-05-22 03:33,240253,1V8XneTrX6kKeoxYbk4x6h,1V8XneTrX6kKeoxYbk4x6h,0.677,0.0998,156.019,0.0469,0.0869,0.0,0.683,240253,-4.496,0.514,1,1,0.8788436144123749,2020-05-22,4.0,True
Acru,Crudo,2020-05-22 03:37,224680,3Y0njfS1jG0EzUDKtjvS5a,3Y0njfS1jG0EzUDKtjvS5a,0.827,0.223,93.967,0.213,0.0657,0.0,0.687,224681,-4.247,0.848,0,6,0.8847151480852669,2020-05-22,3.74,True
Cypress Hill,Lowrider,2020-05-22 03:42,276413,0JFBf2PloRfMkPg5DjXhDx,0JFBf2PloRfMkPg5DjXhDx,0.65,0.198,98.625,0.0919,0.0026,0.0563,0.91,276413,-5.529,0.681,1,0,0.8544850028296547,2020-05-22,4.61,True
Duki,H.I.E.L.O.,2020-05-22 04:00,48489,6itjKRbqPMmx9fo4PDlLhm,6itjKRbqPMmx9fo4PDlLhm,0.567,0.19,120.112,0.0634,0.286,0.0,0.794,196435,-7.626,0.482,1,5,0.8050367855121675,2020-05-22,0.81,False
WOS,OJERAS NEGRAS,2020-05-22 07:18,177615,6xbN8rhmzmI4MfLRDXw5KP,6xbN8rhmzmI4MfLRDXw5KP,0.657,0.0741,85.208,0.209,0.0624,0.0,0.382,177615,-6.103,0.303,0,4,0.8409498207885303,2020-05-22,2.96,True
WOS,ALMA DINAMITA,2020-05-22 07:24,240056,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,4.0,True
WOS,40,2020-05-22 07:25,65182,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,1.09,False
WOS,ALGO DEL VACÍO,2020-05-22 07:28,213150,1dKjLvlAPTPlhRCFyA84Z9,1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0.0,0.642,213151,-5.438,0.383,1,8,0.8566308243727597,2020-05-22,3.55,True
WOS,ALMA DINAMITA,2020-05-22 07:36,185293,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,3.09,True
WOS,ALGO DEL VACÍO,2020-05-22 17:58,2355,1dKjLvlAPTPlhRCFyA84Z9,1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0.0,0.642,213151,-5.438,0.383,1,8,0.8566308243727597,2020-05-22,0.04,False
WOS,ALMA DINAMITA,2020-05-22 18:01,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,2.9,True
WOS,40,2020-05-22 18:02,65182,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,1.09,False
WOS,ALGO DEL VACÍO,2020-05-22 18:04,121295,1dKjLvlAPTPlhRCFyA84Z9,1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0.0,0.642,213151,-5.438,0.383,1,8,0.8566308243727597,2020-05-22,2.02,False
WOS,40,2020-05-22 18:04,1924,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,0.03,False
WOS,ALMA DINAMITA,2020-05-22 18:07,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,2.9,True
WOS,ALGO DEL VACÍO,2020-05-22 18:08,3502,1dKjLvlAPTPlhRCFyA84Z9,1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0.0,0.642,213151,-5.438,0.383,1,8,0.8566308243727597,2020-05-22,0.06,False
WOS,40,2020-05-22 18:08,65182,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,1.09,False
WOS,PANTANO,2020-05-22 18:11,150661,0VMxiFeuVhG3Hu7NHnge9e,0VMxiFeuVhG3Hu7NHnge9e,0.84,0.594,81.941,0.384,0.608,0.0,0.607,150661,-3.792,0.657,0,4,0.8954442558007922,2020-05-22,2.51,False
WOS,ALMA DINAMITA,2020-05-22 18:52,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,2.9,True
WOS,CANGURO,2020-05-22 18:55,196745,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-05-22,3.28,True
WOS,FRESCO,2020-05-22 18:58,170302,0blWPYAfbvpRLVHUcmqmmj,0blWPYAfbvpRLVHUcmqmmj,0.807,0.1,108.056,0.162,0.441,1.34e-06,0.782,170302,-4.689,0.806,0,0,0.8742925863044708,2020-05-22,2.84,True
WOS,PANTANO,2020-05-22 19:00,150661,0VMxiFeuVhG3Hu7NHnge9e,0VMxiFeuVhG3Hu7NHnge9e,0.84,0.594,81.941,0.384,0.608,0.0,0.607,150661,-3.792,0.657,0,4,0.8954442558007922,2020-05-22,2.51,False
WOS,MELÓN VINO,2020-05-22 19:03,176394,5uHAzGa4d9j35DEbhUwGhi,5uHAzGa4d9j35DEbhUwGhi,0.741,0.156,140.04,0.137,0.531,2.92e-05,0.62,176395,-6.081,0.353,1,4,0.8414685908319184,2020-05-22,2.94,True
WOS,LUZ DELITO,2020-05-22 19:06,155867,13VEtVCYfLTVsq5STs3SlW,13VEtVCYfLTVsq5STs3SlW,0.977,0.544,89.965,0.277,0.276,0.0,0.583,155868,-2.674,0.704,1,9,0.9218072061875118,2020-05-22,2.6,False
WOS,OKUPA,2020-05-22 19:08,143000,25NPeIjHjQGvyp4D52Tji2,25NPeIjHjQGvyp4D52Tji2,0.881,0.257,89.951,0.126,0.327,5.07e-06,0.763,143000,-3.289,0.956,0,11,0.9073052254291643,2020-05-22,2.38,False
WOS,NO VA A BAJAR,2020-05-22 19:12,202268,3wNiMUFSp0H7zF7QH4vCPq,3wNiMUFSp0H7zF7QH4vCPq,0.656,0.15,145.063,0.163,0.14,0.0,0.704,202269,-3.658,0.264,1,2,0.8986040369741557,2020-05-22,3.37,True
WOS,40,2020-05-22 19:31,4355,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,0.07,False
WOS,ALMA DINAMITA,2020-05-22 19:49,235743,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,3.93,True
WOS,40,2020-05-22 19:50,65182,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,1.09,False
WOS,ALGO DEL VACÍO,2020-05-22 20:01,49924,1dKjLvlAPTPlhRCFyA84Z9,1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0.0,0.642,213151,-5.438,0.383,1,8,0.8566308243727597,2020-05-22,0.83,False
WOS,40,2020-05-22 20:17,1145,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,0.02,False
WOS,ALMA DINAMITA,2020-05-22 20:21,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,2.9,True
WOS,40,2020-05-22 20:22,1609,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,0.03,False
Aaron Taos,Control,2020-05-22 20:25,184768,6jKOxnQ1Pdsr4KblSSeA0j,6jKOxnQ1Pdsr4KblSSeA0j,0.565,0.15,75.52,0.0308,0.0712,0.000144,0.638,184768,-8.154,0.464,0,5,0.7925863044708544,2020-05-22,3.08,True
DANI,21334,2020-05-22 20:27,5241,7lLedmf60WiIDLOmSbc5O3,7lLedmf60WiIDLOmSbc5O3,0.41,0.147,129.971,0.468,0.595,0.0,0.647,177250,-11.637,0.604,0,9,0.7104555744199207,2020-05-22,0.09,False
Aaron Taos,Communication,2020-05-22 20:27,99720,4iF2HJKNfTSwMDgFvmNyne,4iF2HJKNfTSwMDgFvmNyne,0.46,0.0886,83.97,0.0335,0.0365,0.00157,0.63,206429,-10.046,0.406,1,0,0.7479720807394831,2020-05-22,1.66,False
Joji,Run,2020-05-22 20:30,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-05-22,3.25,True
Duki,Rockstar,2020-05-22 20:48,6886,3E4ZzO4ySupnYypDPXcc3D,3E4ZzO4ySupnYypDPXcc3D,0.855,0.174,123.991,0.094,0.0906,0.0,0.878,112273,0.642,0.33,1,9,1.0,2020-05-22,0.11,False
WOS,ALMA DINAMITA,2020-05-22 21:05,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,2.9,True
Bizarrap,"Trueno: Bzrp Music Sessions, Vol. 16",2020-05-22 21:06,75570,7ouulWlZPefmEIGYWNyiPH,7ouulWlZPefmEIGYWNyiPH,0.602,0.0827,130.608,0.501,0.779,9.35e-06,0.726,158984,-7.678,0.807,1,7,0.8038106017732504,2020-05-22,1.26,False
WOS,FRESCO,2020-05-22 21:09,170302,0blWPYAfbvpRLVHUcmqmmj,0blWPYAfbvpRLVHUcmqmmj,0.807,0.1,108.056,0.162,0.441,1.34e-06,0.782,170302,-4.689,0.806,0,0,0.8742925863044708,2020-05-22,2.84,True
Acru,ANIMAL,2020-05-22 21:12,170981,06b0Au6pvZiO03eKTCvgWh,06b0Au6pvZiO03eKTCvgWh,0.876,0.111,135.047,0.304,0.16,3.3e-06,0.617,170982,-4.86,0.542,1,9,0.8702603282399547,2020-05-22,2.85,True
Bizarrap,"DANI: Bzrp Music Sessions, Vol. 24",2020-05-22 21:39,81228,6TNuRFdNazLbbVQTRE8pZg,6TNuRFdNazLbbVQTRE8pZg,0.689,0.104,129.889,0.349,0.287,0.0,0.913,173251,-7.74,0.851,1,11,0.8023486134691566,2020-05-22,1.35,False
WOS,TERRAZA,2020-05-22 21:43,234949,4Yx9jw2hqVk00uwLRBXKxc,4Yx9jw2hqVk00uwLRBXKxc,0.66,0.123,82.108,0.143,0.288,0.0,0.447,234950,-9.32,0.404,1,2,0.7650914921712884,2020-05-22,3.92,True
Molotov,Frijolero,2020-05-22 21:47,210133,5YyetAy34sgROhslaW3BZc,5YyetAy34sgROhslaW3BZc,0.653,0.0609,95.009,0.0361,0.107,0.0,0.774,210133,-4.304,0.845,1,2,0.8833710620637615,2020-05-22,3.5,True
J Balvin,Morado,2020-05-22 21:50,200666,0z4sAfOpZhpwC3ydesgl2X,0z4sAfOpZhpwC3ydesgl2X,0.696,0.0927,97.002,0.0797,0.136,4.06e-05,0.881,200667,-3.838,0.781,0,11,0.8943595548009808,2020-05-22,3.34,True
Duki,Goteo,2020-05-22 22:03,120998,1EoEU4HY57qaITp06TkC6B,1EoEU4HY57qaITp06TkC6B,0.779,0.189,108.287,0.0414,0.186,0.0,0.473,164458,-3.725,0.438,1,1,0.897024146387474,2020-05-22,2.02,False
WOS,ALMA DINAMITA,2020-05-22 22:56,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,2.9,True
WOS,PANTANO,2020-05-22 22:59,150661,0VMxiFeuVhG3Hu7NHnge9e,0VMxiFeuVhG3Hu7NHnge9e,0.84,0.594,81.941,0.384,0.608,0.0,0.607,150661,-3.792,0.657,0,4,0.8954442558007922,2020-05-22,2.51,False
WOS,ALMA DINAMITA,2020-05-22 23:46,367,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,0.01,False
WOS,OJERAS NEGRAS,2020-05-22 23:46,205,6xbN8rhmzmI4MfLRDXw5KP,6xbN8rhmzmI4MfLRDXw5KP,0.657,0.0741,85.208,0.209,0.0624,0.0,0.382,177615,-6.103,0.303,0,4,0.8409498207885303,2020-05-22,0.0,False
WOS,ALMA DINAMITA,2020-05-22 23:49,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-22,2.9,True
WOS,40,2020-05-22 23:50,65182,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-22,1.09,False
WOS,ALGO DEL VACÍO,2020-05-22 23:57,345,1dKjLvlAPTPlhRCFyA84Z9,1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0.0,0.642,213151,-5.438,0.383,1,8,0.8566308243727597,2020-05-22,0.01,False
WOS,ALMA DINAMITA,2020-05-23 00:00,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-23,2.9,True
WOS,40,2020-05-23 00:01,51148,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-23,0.85,False
Bad Bunny,Está Cabrón Ser Yo,2020-05-23 00:05,227939,4saHEjXw7O1NXJOzBkUKKG,4saHEjXw7O1NXJOzBkUKKG,0.854,0.123,154.083,0.254,0.0732,0.0,0.81,227939,-3.999,0.879,0,10,0.8905631013016411,2020-05-23,3.8,True
El Alfa,Besalo,2020-05-23 00:07,163265,6XlBkATW7Gamg4qJXzc6IF,6XlBkATW7Gamg4qJXzc6IF,0.79,0.142,147.03,0.0488,0.394,0.000487,0.765,163265,-2.129,0.613,0,4,0.9346585549896246,2020-05-23,2.72,True
Justin Quiles,PAM,2020-05-23 00:08,21445,0eeKDrQxjqNl5bX5VCHDcn,0eeKDrQxjqNl5bX5VCHDcn,0.863,0.0798,112.953,0.0757,0.289,0.000603,0.889,201000,-3.011,0.776,1,11,0.9138605923410675,2020-05-23,0.36,False
Arizona Zervas,ROXANNE,2020-05-23 00:10,163636,696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,0.601,0.46,116.735,0.148,0.0522,0.0,0.621,163636,-5.616,0.457,0,6,0.8524335031126202,2020-05-23,2.73,True
Y2K,Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen],2020-05-23 00:15,175253,4XZIuf6EJw8HKOkRC9Jlj4,4XZIuf6EJw8HKOkRC9Jlj4,0.417,0.103,129.952,0.0781,0.18,0.0,0.871,175253,-7.864,0.524,1,9,0.7994246368609697,2020-05-23,2.92,True
Justin Bieber,Yummy,2020-05-23 00:19,208520,5R2FLI5NJc6T3mCNdooKaj,5R2FLI5NJc6T3mCNdooKaj,0.506,0.118,145.843,0.0964,0.345,0.0,0.677,208520,-6.652,0.497,0,9,0.828004150160347,2020-05-23,3.48,True
KAROL G,Tusa,2020-05-23 00:22,200960,7k4t7uLgtOxPwTpFmtJNTY,7k4t7uLgtOxPwTpFmtJNTY,0.715,0.0574,101.085,0.298,0.295,0.000134,0.803,200960,-3.28,0.574,1,2,0.907517449537823,2020-05-23,3.35,True
Ellie Goulding,Hate Me (with Juice WRLD),2020-05-23 00:25,186223,6kls8cSlUyHW2BUOkDJIZE,6kls8cSlUyHW2BUOkDJIZE,0.768,0.144,75.025,0.0507,0.108,0.0,0.657,186223,-4.628,0.759,1,8,0.8757309941520467,2020-05-23,3.1,True
Camila Cabello,My Oh My (feat. DaBaby),2020-05-23 00:28,170746,3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,0.491,0.0887,105.046,0.0296,0.018,1.29e-05,0.724,170746,-6.024,0.383,1,8,0.8428126768534238,2020-05-23,2.85,True
The Weeknd,Blinding Lights,2020-05-23 00:28,13672,0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,0.73,0.0897,171.005,0.0598,0.00146,9.54e-05,0.514,200040,-5.934,0.334,1,1,0.8449349179400113,2020-05-23,0.23,False
WOS,ALMA DINAMITA,2020-05-23 00:44,2060,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-23,0.03,False
WOS,FRESCO,2020-05-23 00:47,170302,0blWPYAfbvpRLVHUcmqmmj,0blWPYAfbvpRLVHUcmqmmj,0.807,0.1,108.056,0.162,0.441,1.34e-06,0.782,170302,-4.689,0.806,0,0,0.8742925863044708,2020-05-23,2.84,True
WOS,ALMA DINAMITA,2020-05-23 00:50,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-23,2.9,True
WOS,PANTANO,2020-05-23 00:53,150661,0VMxiFeuVhG3Hu7NHnge9e,0VMxiFeuVhG3Hu7NHnge9e,0.84,0.594,81.941,0.384,0.608,0.0,0.607,150661,-3.792,0.657,0,4,0.8954442558007922,2020-05-23,2.51,False
WOS,OKUPA,2020-05-23 00:55,143000,25NPeIjHjQGvyp4D52Tji2,25NPeIjHjQGvyp4D52Tji2,0.881,0.257,89.951,0.126,0.327,5.07e-06,0.763,143000,-3.289,0.956,0,11,0.9073052254291643,2020-05-23,2.38,False
WOS,NO VA A BAJAR,2020-05-23 00:58,202268,3wNiMUFSp0H7zF7QH4vCPq,3wNiMUFSp0H7zF7QH4vCPq,0.656,0.15,145.063,0.163,0.14,0.0,0.704,202269,-3.658,0.264,1,2,0.8986040369741557,2020-05-23,3.37,True
WOS,PANTANO,2020-05-23 01:10,6934,0VMxiFeuVhG3Hu7NHnge9e,0VMxiFeuVhG3Hu7NHnge9e,0.84,0.594,81.941,0.384,0.608,0.0,0.607,150661,-3.792,0.657,0,4,0.8954442558007922,2020-05-23,0.12,False
WOS,CANGURO,2020-05-23 01:11,5800,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-05-23,0.1,False
WOS,40,2020-05-23 01:44,56780,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-23,0.95,False
50 Cent,How To Rob,2020-05-23 05:23,5376,7bJ6lqDOQnfHq0V1o8TixL,7bJ6lqDOQnfHq0V1o8TixL,0.676,0.169,96.984,0.304,0.0575,0.0,0.774,264320,-8.476,0.791,0,6,0.784993397472175,2020-05-23,0.09,False
50 Cent,9 Shots,2020-05-23 05:40,110714,2Vad27HyoEZUnj7U3RKFRI,2Vad27HyoEZUnj7U3RKFRI,0.772,0.453,89.128,0.344,0.292,0.0,0.602,133494,-4.837,0.482,1,7,0.8708026787398604,2020-05-23,1.85,False
WOS,ALMA DINAMITA,2020-05-23 05:43,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-23,2.9,True
WOS,40,2020-05-23 05:57,3015,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-23,0.05,False
WOS,ALMA DINAMITA,2020-05-23 16:28,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-23,2.9,True
WOS,40,2020-05-23 16:29,65182,5Mfz3Aoj1txhueNZUXSUnV,5Mfz3Aoj1txhueNZUXSUnV,0.795,0.184,149.944,0.0545,0.701,3.73e-05,0.516,65183,-5.96,0.847,1,7,0.8443218260705526,2020-05-23,1.09,False
WOS,ALGO DEL VACÍO,2020-05-23 16:42,160589,1dKjLvlAPTPlhRCFyA84Z9,1dKjLvlAPTPlhRCFyA84Z9,0.685,0.235,164.064,0.0911,0.306,0.0,0.642,213151,-5.438,0.383,1,8,0.8566308243727597,2020-05-23,2.68,True
WOS,OJERAS NEGRAS,2020-05-23 17:04,381,6xbN8rhmzmI4MfLRDXw5KP,6xbN8rhmzmI4MfLRDXw5KP,0.657,0.0741,85.208,0.209,0.0624,0.0,0.382,177615,-6.103,0.303,0,4,0.8409498207885303,2020-05-23,0.01,False
WOS,ALMA DINAMITA,2020-05-23 17:07,173913,2ONADYjJvqYVwjWavuY0H1,2ONADYjJvqYVwjWavuY0H1,0.8,0.375,103.314,0.159,0.21,0.0,0.451,173913,-4.75,0.247,0,11,0.8728541784568948,2020-05-23,2.9,True
WOS,FRESCO,2020-05-23 17:10,170302,0blWPYAfbvpRLVHUcmqmmj,0blWPYAfbvpRLVHUcmqmmj,0.807,0.1,108.056,0.162,0.441,1.34e-06,0.782,170302,-4.689,0.806,0,0,0.8742925863044708,2020-05-23,2.84,True
WOS,PANTANO,2020-05-23 17:12,150661,0VMxiFeuVhG3Hu7NHnge9e,0VMxiFeuVhG3Hu7NHnge9e,0.84,0.594,81.941,0.384,0.608,0.0,0.607,150661,-3.792,0.657,0,4,0.8954442558007922,2020-05-23,2.51,False
WOS,LUZ DELITO,2020-05-23 17:15,155867,13VEtVCYfLTVsq5STs3SlW,13VEtVCYfLTVsq5STs3SlW,0.977,0.544,89.965,0.277,0.276,0.0,0.583,155868,-2.674,0.704,1,9,0.9218072061875118,2020-05-23,2.6,False
